comp_id,loop_id,method,comp_name,loop_call_count,slow_median,slow_min,slow_max,runtime_share,vtune_median,prog_slowdown,num_runs
141,1,java.util.Properties$LineReader.readLine()-Re-Comp,java.util.Properties$LineReader.readLine()-Re-Comp,1,0.7833034821241656,0.7833034821241656,0.7833034821241656,9.218341439735902e-05,,82.52044538316134,1
141,2,java.util.Properties$LineReader.readLine()-Re-Comp,java.util.Properties$LineReader.readLine()-Re-Comp,0,0.017284998192932007,0.017284998192932007,0.017284998192932007,3.385517553064665e-05,,82.52044538316134,1
167,0,LoopBenchmarks.fibonacciLoop,LoopBenchmarks.fibonacciLoop(int),0,-5.357142857142857,-5.357142857142857,-5.357142857142857,2.8190483945393128e-08,,82.52044538316134,1
167,1,LoopBenchmarks.fibonacciLoop,LoopBenchmarks.fibonacciLoop(int),0,-70.501708984375,-70.501708984375,-70.501708984375,2.5706529982657542e-06,,82.52044538316134,1
167,2,LoopBenchmarks.fibonacciLoop,LoopBenchmarks.fibonacciLoop(int),0,-4.166666666666666,-4.166666666666666,-4.166666666666666,3.670081872136086e-08,,82.52044538316134,1
168,0,LoopBenchmarks.fibonacciLoop,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,0,0.46219061533818145,0.46219061533818145,0.46219061533818145,0.00035585805296932036,,82.52044538316134,1
168,1,LoopBenchmarks.fibonacciLoop,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,0,-0.23244943512840607,-0.23244943512840607,-0.23244943512840607,0.055119782020037256,,82.52044538316134,1
168,2,LoopBenchmarks.fibonacciLoop,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,0,0.30158597938991316,0.30158597938991316,0.30158597938991316,0.00046754183571396247,,82.52044538316134,1
169,1,LoopBenchmarks.main,LoopBenchmarks.main(String[]),0,-16.3265306122449,-16.3265306122449,-16.3265306122449,2.1807732863417324e-08,,82.52044538316134,1
169,2,LoopBenchmarks.main,LoopBenchmarks.main(String[]),0,0.027619570944439384,0.027619570944439384,0.027619570944439384,0.021466971080548725,,82.52044538316134,1
169,3,LoopBenchmarks.main,LoopBenchmarks.main(String[]),0,0.15807152736613317,0.15807152736613317,0.15807152736613317,2.6961804362112787e-06,,82.52044538316134,1
169,4,LoopBenchmarks.main,LoopBenchmarks.main(String[]),0,-1.4925373134328357,-1.4925373134328357,-1.4925373134328357,3.5105130950866915e-08,,82.52044538316134,1
169,5,LoopBenchmarks.main,LoopBenchmarks.main(String[]),0,-0.09953443074629134,-0.09953443074629134,-0.09953443074629134,3.815072094662939,,82.52044538316134,1
169,6,LoopBenchmarks.main,LoopBenchmarks.main(String[]),0,-0.26976172097434414,-0.26976172097434414,-0.26976172097434414,0.034624280547251106,,82.52044538316134,1
179,0,"java.util.regex.Pattern$BmpCharPropertyGreedy.match(Matcher,","java.util.regex.Pattern$BmpCharPropertyGreedy.match(Matcher,",0,-1.8397124127722562,-1.8397124127722562,-1.8397124127722562,2.4690608768776394e-06,,82.52044538316134,1
183,0,LoopBenchmarks.mandelbrotLoop,"LoopBenchmarks.mandelbrotLoop(double,",0,-0.4468487828585733,-0.4468487828585733,-0.4468487828585733,0.0007234470705313888,,82.52044538316134,1
184,1,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,0.019504466802293226,0.019504466802293226,0.019504466802293226,0.003998630260809326,,82.52044538316134,1
184,2,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.1542039536882552,-0.1542039536882552,-0.1542039536882552,2.1008293290399853e-05,,82.52044538316134,1
184,3,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,1.639344262295082,1.639344262295082,1.639344262295082,3.297754725687498e-08,,82.52044538316134,1
184,4,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.1198092094852725,-0.1198092094852725,-0.1198092094852725,2.3501289483834904e-05,,82.52044538316134,1
184,5,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.1954659140985395,-0.1954659140985395,-0.1954659140985395,0.00214307782224343,,82.52044538316134,1
186,1,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.040172732243495636,-0.040172732243495636,-0.040172732243495636,0.0926191802387073,,82.52044538316134,1
186,2,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,1.7330444925845692,1.7330444925845692,1.7330444925845692,1.623612306477595e-05,,82.52044538316134,1
186,3,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,2.7777777777777777,2.7777777777777777,2.7777777777777777,5.9040447508276174e-08,,82.52044538316134,1
186,4,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,2.086824067022087,2.086824067022087,2.086824067022087,1.7823832396417428e-05,,82.52044538316134,1
186,5,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.03664622634782717,-0.03664622634782717,-0.03664622634782717,0.052869435151214214,,82.52044538316134,1
187,1,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.024627428926297646,-0.024627428926297646,-0.024627428926297646,7.279084539157232,,82.52044538316134,1
187,2,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.024452060455236416,-0.024452060455236416,-0.024452060455236416,7.276966900321323,,82.52044538316134,1
187,3,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,0.06624020591241152,0.06624020591241152,0.06624020591241152,2.8122933163108884e-05,,82.52044538316134,1
187,4,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,0.02623598448901266,0.02623598448901266,0.02623598448901266,0.041113331029537986,,82.52044538316134,1
187,5,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,5.186000550371501,5.186000550371501,5.186000550371501,2.2364095999396215e-05,,82.52044538316134,1
187,6,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,20.0,20.0,20.0,3.829650649185482e-08,,82.52044538316134,1
187,7,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-10.951031027921246,-10.951031027921246,-10.951031027921246,2.4393810843464517e-05,,82.52044538316134,1
187,8,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.03803942065078827,-0.03803942065078827,-0.03803942065078827,0.05542472965468897,,82.52044538316134,1
187,9,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.022723775966429105,-0.022723775966429105,-0.022723775966429105,4.170106252548472,,82.52044538316134,1
191,0,LoopBenchmarks.parseJsonLoop,LoopBenchmarks.parseJsonLoop(char[])-Re-Comp,0,106.6397484953442,106.6397484953442,106.6397484953442,6.143694018075258,104.15277356774781,82.52044538316134,1
193,1,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-52.07741594557104,-52.07741594557104,-52.07741594557104,7.71780984995574e-06,,82.52044538316134,1
193,2,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-38.70967741935484,-38.70967741935484,-38.70967741935484,2.0212045092923376e-08,,82.52044538316134,1
193,3,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-41.66666666666667,-41.66666666666667,-41.66666666666667,2.9786171715887075e-08,,82.52044538316134,1
193,4,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-13.23529411764706,-13.23529411764706,-13.23529411764706,3.138185948638102e-08,,82.52044538316134,1
194,1,LoopBenchmarks.matrixMultiplyLoop,"LoopBenchmarks.matrixMultiplyLoop(double[][],",0,0.3456428339492109,0.3456428339492109,0.3456428339492109,0.0025855732108157965,,82.52044538316134,1
194,2,LoopBenchmarks.matrixMultiplyLoop,"LoopBenchmarks.matrixMultiplyLoop(double[][],",0,0.31773664380017896,0.31773664380017896,0.31773664380017896,0.0022791921166502582,127.82408738143145,82.52044538316134,1
194,3,LoopBenchmarks.matrixMultiplyLoop,"LoopBenchmarks.matrixMultiplyLoop(double[][],",0,-5.186777747917227,-5.186777747917227,-5.186777747917227,1.8765288181008857e-06,,82.52044538316134,1
194,4,LoopBenchmarks.matrixMultiplyLoop,"LoopBenchmarks.matrixMultiplyLoop(double[][],",0,-16.50266874841146,-16.50266874841146,-16.50266874841146,2.446295731351926e-05,,82.52044538316134,1
194,5,LoopBenchmarks.matrixMultiplyLoop,"LoopBenchmarks.matrixMultiplyLoop(double[][],",0,-28.458737864077673,-28.458737864077673,-28.458737864077673,6.271052938041226e-07,,82.52044538316134,1
195,0,LoopBenchmarks.matrixMultiplyLoop,"LoopBenchmarks.matrixMultiplyLoop(double[][],-Re-Comp",0,0.16847011908373954,0.16847011908373954,0.16847011908373954,0.0035945329708502033,,82.52044538316134,1
195,1,LoopBenchmarks.matrixMultiplyLoop,"LoopBenchmarks.matrixMultiplyLoop(double[][],-Re-Comp",0,3.026267506472475,3.026267506472475,3.026267506472475,0.3834326322852664,,82.52044538316134,1
195,2,LoopBenchmarks.matrixMultiplyLoop,"LoopBenchmarks.matrixMultiplyLoop(double[][],-Re-Comp",0,125.51558068009562,125.51558068009562,125.51558068009562,6.991808751896968,127.82408738143145,82.52044538316134,1
197,0,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,-23.96941489361702,-23.96941489361702,-23.96941489361702,7.29867586223933e-06,,82.52044538316134,1
197,1,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,-12.167262840924712,-12.167262840924712,-12.167262840924712,0.010561736080628902,,82.52044538316134,1
197,2,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,90.14878178301295,90.14878178301295,90.14878178301295,2.9959086591414676,82.61327713382506,82.52044538316134,1
197,3,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,112.37145008422833,112.37145008422833,112.37145008422833,2.2338468120863766,110.56572379367722,82.52044538316134,1
197,4,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,103.30137487570641,103.30137487570641,103.30137487570641,0.5332370214122788,104.33333333333334,82.52044538316134,1
197,5,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,-13.005718216604325,-13.005718216604325,-13.005718216604325,1.07623821160582e-05,,82.52044538316134,1
199,1,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,-8.584750826293138,-8.584750826293138,-8.584750826293138,0.0002571535945498761,,82.52044538316134,1
200,1,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,-1.7263899325633971,-1.7263899325633971,-1.7263899325633971,0.00016207719822461153,,82.52044538316134,1
200,2,LoopBenchmarks.sieveLoop,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0,2.170205933842488,2.170205933842488,2.170205933842488,0.0021797855556117966,82.61327713382506,82.52044538316134,1
204,0,LoopBenchmarks.histogramLoop,"LoopBenchmarks.histogramLoop(int[],-Re-Comp",0,0.7803253696014122,0.7803253696014122,0.7803253696014122,5.344490239307739e-05,,82.52044538316134,1
204,1,LoopBenchmarks.histogramLoop,"LoopBenchmarks.histogramLoop(int[],-Re-Comp",0,111.19428067737272,111.19428067737272,111.19428067737272,4.464105278747181,112.00596569724087,82.52044538316134,1
207,1,LoopBenchmarks.crc32Loop,LoopBenchmarks.crc32Loop(byte[]),0,-20.689655172413794,-20.689655172413794,-20.689655172413794,2.446721248090724e-08,,82.52044538316134,1
208,0,LoopBenchmarks.crc32Loop,LoopBenchmarks.crc32Loop(byte[])-Re-Comp,0,99.18805534313675,99.18805534313675,99.18805534313675,16.668828954619382,100.07369972625817,82.52044538316134,1
209,0,LoopBenchmarks.polynomialLoop,"LoopBenchmarks.polynomialLoop(double[],",0,-69.64285714285714,-69.64285714285714,-69.64285714285714,1.8084461398931438e-08,,82.52044538316134,1
209,1,LoopBenchmarks.polynomialLoop,"LoopBenchmarks.polynomialLoop(double[],",0,-45.03950103950104,-45.03950103950104,-45.03950103950104,3.5153001583981732e-06,,82.52044538316134,1
209,2,LoopBenchmarks.polynomialLoop,"LoopBenchmarks.polynomialLoop(double[],",0,-49.282296650717704,-49.282296650717704,-49.282296650717704,5.6380967890786255e-08,,82.52044538316134,1
210,0,LoopBenchmarks.polynomialLoop,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp",0,-19.029889989693107,-19.029889989693107,-19.029889989693107,0.00020474801679131377,,82.52044538316134,1
210,1,LoopBenchmarks.polynomialLoop,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp",0,-18.82485863789135,-18.82485863789135,-18.82485863789135,0.044950956926200394,,82.52044538316134,1
210,2,LoopBenchmarks.polynomialLoop,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp",0,-18.6236304009063,-18.6236304009063,-18.6236304009063,0.000178044713848021,,82.52044538316134,1
211,1,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,125.86206896551724,125.86206896551724,125.86206896551724,6.967836597823585e-08,,82.52044538316134,1
211,2,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.0409142338504895,-0.0409142338504895,-0.0409142338504895,2.5879541003692275,,82.52044538316134,1
211,3,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,10.672268907563025,10.672268907563025,10.672268907563025,4.203041587481065e-06,,82.52044538316134,1
211,4,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,17.5,17.5,17.5,2.4999108404405226e-08,,82.52044538316134,1
213,0,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],",0,22.134387351778656,22.134387351778656,22.134387351778656,8.217792018043846e-07,40.000000000000014,82.52044538316134,1
213,1,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],",0,-0.40885040885040885,-0.40885040885040885,-0.40885040885040885,2.2025810192051494e-06,52.830188679245296,82.52044538316134,1
213,2,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],",0,-58.3941605839416,-58.3941605839416,-58.3941605839416,9.095420291815518e-08,86.51150489288548,82.52044538316134,1
214,0,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",0,1.068959557020545,1.068959557020545,1.068959557020545,0.03753663997554559,40.000000000000014,82.52044538316134,1
214,1,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",0,10.072067808319348,10.072067808319348,10.072067808319348,2.0802282058022947,52.830188679245296,82.52044538316134,1
214,2,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",0,84.36750731623476,84.36750731623476,84.36750731623476,12.519962031802226,86.51150489288548,82.52044538316134,1
214,3,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",0,14.924256316789089,14.924256316789089,14.924256316789089,0.05598049281206615,1.2390881971262908e-14,82.52044538316134,1
214,4,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",0,26.869710531872027,26.869710531872027,26.869710531872027,0.06417764248121496,72.72727272727273,82.52044538316134,1
214,5,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",0,20.013811022262516,20.013811022262516,20.013811022262516,0.0641009824493449,-5.555555555555547,82.52044538316134,1
214,6,LoopBenchmarks.editDistanceLoop,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",0,12.830636856986974,12.830636856986974,12.830636856986974,0.05923997017951504,-14.814814814814826,82.52044538316134,1
217,0,LoopBenchmarks.monteCarloPiLoop,"LoopBenchmarks.monteCarloPiLoop(long,-Re-Comp",0,114.15725597565486,114.15725597565486,114.15725597565486,8.422074189747441,101.25680770842058,82.52044538316134,1
218,1,LoopBenchmarks.bubbleSortLoop,LoopBenchmarks.bubbleSortLoop(int[]),0,-0.19089928854086133,-0.19089928854086133,-0.19089928854086133,0.011454993052320716,115.43978859947148,82.52044538316134,1
218,2,LoopBenchmarks.bubbleSortLoop,LoopBenchmarks.bubbleSortLoop(int[]),0,-2.980209545983702,-2.980209545983702,-2.980209545983702,2.2164103132160973e-06,,82.52044538316134,1
219,0,LoopBenchmarks.bubbleSortLoop,LoopBenchmarks.bubbleSortLoop(int[])-Re-Comp,0,1.636758798523084,1.636758798523084,1.636758798523084,0.032444684878483995,0.0,82.52044538316134,1
219,1,LoopBenchmarks.bubbleSortLoop,LoopBenchmarks.bubbleSortLoop(int[])-Re-Comp,0,112.90496304776585,112.90496304776585,112.90496304776585,10.014551874197503,115.43978859947148,82.52044538316134,1
220,1,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.19094038794071705,-0.19094038794071705,-0.19094038794071705,0.0008129731328949518,,82.52044538316134,1
220,2,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,0.0,0.0,0.0,1.968014916942539e-08,,82.52044538316134,1
220,3,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.11192597268225388,-0.11192597268225388,-0.11192597268225388,8.164655615286397e-05,,82.52044538316134,1
220,4,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-0.3873811240098306,-0.3873811240098306,-0.3873811240098306,0.012208009281031202,,82.52044538316134,1
220,5,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,3.785011355034065,3.785011355034065,3.785011355034065,7.292293111157354e-07,,82.52044538316134,1
220,6,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,1.5625,1.5625,1.5625,3.4573235027368925e-08,,82.52044538316134,1
221,1,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,-2.136127221975767,-2.136127221975767,-2.136127221975767,0.0008553939603776101,,82.52044538316134,1
221,2,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,2.631578947368421,2.631578947368421,2.631578947368421,2.0743941016421356e-08,,82.52044538316134,1
221,3,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,0.0,0.0,0.0,6.648699043724793e-08,,82.52044538316134,1
221,4,LoopBenchmarks.main,LoopBenchmarks.main(String[])-Re-Comp,0,1.5873015873015872,1.5873015873015872,1.5873015873015872,3.404133910387094e-08,,82.52044538316134,1
222,1,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],",0,-0.7709157931601187,-0.7709157931601187,-0.7709157931601187,0.0033939379974295613,-22.222222222222225,82.52044538316134,1
222,2,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],",0,-1.8867924528301887,-1.8867924528301887,-1.8867924528301887,2.7658588021895144e-08,102.44708994708994,82.52044538316134,1
222,3,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],",0,-3.8461538461538463,-3.8461538461538463,-3.8461538461538463,1.3297398087449588e-08,-22.222222222222214,82.52044538316134,1
222,4,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],",0,-34.09252669039146,-34.09252669039146,-34.09252669039146,4.925356251591327e-07,,82.52044538316134,1
222,5,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],",0,-5.0,-5.0,-5.0,3.031806763938506e-08,,82.52044538316134,1
223,0,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],-Re-Comp",0,0.1123653143431446,0.1123653143431446,0.1123653143431446,0.05199575780036229,-100.0,82.52044538316134,1
223,1,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],-Re-Comp",0,2.0166370982616586,2.0166370982616586,2.0166370982616586,0.015903955656239227,-22.222222222222225,82.52044538316134,1
223,2,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],-Re-Comp",0,101.25870115712362,101.25870115712362,101.25870115712362,2.6694392580230653,102.44708994708994,82.52044538316134,1
223,3,LoopBenchmarks.blurLoop,"LoopBenchmarks.blurLoop(int[][],-Re-Comp",0,-0.6254203638694472,-0.6254203638694472,-0.6254203638694472,0.015973024469489134,-22.222222222222214,82.52044538316134,1
229,0,LoopBenchmarks.base64EncodeLoop,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp",0,13.770753212644218,13.770753212644218,13.770753212644218,0.00012902837691398784,,82.52044538316134,1
229,1,LoopBenchmarks.base64EncodeLoop,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp",0,101.02603488066315,101.02603488066315,101.02603488066315,4.029755275732689,100.96195889811979,82.52044538316134,1
229,2,LoopBenchmarks.base64EncodeLoop,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp",0,-4.6575906197119945,-4.6575906197119945,-4.6575906197119945,0.0001651286851377195,,82.52044538316134,1
229,3,LoopBenchmarks.base64EncodeLoop,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp",0,10.708371665133393,10.708371665133393,10.708371665133393,0.00013121712863918203,,82.52044538316134,1
232,0,LoopBenchmarks.raySphereLoop,"LoopBenchmarks.raySphereLoop(double[],-Re-Comp",0,105.20370251047362,105.20370251047362,105.20370251047362,4.214770684587226,105.97592433361996,82.52044538316134,1
