comp_id,method,loop_id,vtune_block_id,graal_block_id,normal_time,slowdown_time,pct_increase_block,loop_total_normal_time,loop_total_slowdown_time,pct_increase_loop_total,block_share_of_loop_normal,block_share_of_loop_slowdown
173,cd.RedBlackTree.treeInsert,0,318,41,0.205,6.368,3006.3414634146343,19.442,37.18999999999999,91.28690463944034,0.010544182697253369,0.1712288249529444
173,cd.RedBlackTree.treeInsert,0,319,42,1.756,13.253,654.7266514806379,19.442,37.18999999999999,91.28690463944034,0.09031992593354593,0.35635923635385863
173,cd.RedBlackTree.treeInsert,0,339,44,2.224,0.0,-100.0,19.442,37.18999999999999,91.28690463944034,0.11439152350581216,0.0
173,cd.RedBlackTree.treeInsert,0,340,45,2.841,2.172,-23.5480464625132,19.442,37.18999999999999,91.28690463944034,0.14612694167266743,0.058402796450658795
173,cd.RedBlackTree.treeInsert,0,348,47,0.0,0.053,0.0,19.442,37.18999999999999,91.28690463944034,0.0,0.0014251142780317293
173,cd.RedBlackTree.treeInsert,0,320,52,1.76,2.036,15.681818181818183,19.442,37.18999999999999,91.28690463944034,0.09052566608373624,0.05474589943533209
173,cd.RedBlackTree.treeInsert,0,323,53,0.014,0.0,-100.0,19.442,37.18999999999999,91.28690463944034,0.0007200905256660837,0.0
173,cd.RedBlackTree.treeInsert,0,324,54,0.282,0.247,-12.411347517730489,19.442,37.18999999999999,91.28690463944034,0.014504680588416828,0.006641570314600701
173,cd.RedBlackTree.treeInsert,0,326,55,0.037,0.027,-27.027027027027025,19.442,37.18999999999999,91.28690463944034,0.0019030963892603641,0.0007260016133369187
173,cd.RedBlackTree.treeInsert,0,337,56,0.006,0.912,15100.0,19.442,37.18999999999999,91.28690463944034,0.00030861022528546445,0.02452272116160259
173,cd.RedBlackTree.treeInsert,0,338,57,0.0,2.641,0.0,19.442,37.18999999999999,91.28690463944034,0.0,0.07101371336380749
173,cd.RedBlackTree.treeInsert,0,344,58,0.007,1.236,17557.14285714286,19.442,37.18999999999999,91.28690463944034,0.00036004526283304187,0.033234740521645614
173,cd.RedBlackTree.treeInsert,0,345,59,0.004,0.019,375.0,19.442,37.18999999999999,91.28690463944034,0.00020574015019030964,0.0005108900242000539
173,cd.RedBlackTree.treeInsert,0,327,60,0.013,0.264,1930.769230769231,19.442,37.18999999999999,91.28690463944034,0.0006686554881185063,0.007098682441516539
173,cd.RedBlackTree.treeInsert,0,328,61,0.296,0.046,-84.45945945945947,19.442,37.18999999999999,91.28690463944034,0.015224771114082913,0.0012368916375369726
173,cd.RedBlackTree.treeInsert,0,330,63,0.242,0.013,-94.62809917355372,19.442,37.18999999999999,91.28690463944034,0.012447279086513732,0.0003495563323474053
173,cd.RedBlackTree.treeInsert,0,331,64,0.441,0.255,-42.176870748299315,19.442,37.18999999999999,91.28690463944034,0.022682851558481636,0.006856681903737566
173,cd.RedBlackTree.treeInsert,0,346,65,0.035,0.013,-62.85714285714287,19.442,37.18999999999999,91.28690463944034,0.0018002263141652095,0.0003495563323474053
173,cd.RedBlackTree.treeInsert,0,347,66,0.025,0.022,-12.00000000000001,19.442,37.18999999999999,91.28690463944034,0.0012858759386894353,0.0005915568701263782
173,cd.RedBlackTree.treeInsert,0,343,68,0.011,0.363,3200.0,19.442,37.18999999999999,91.28690463944034,0.0005657854130233515,0.00976068835708524
173,cd.RedBlackTree.treeInsert,0,332,71,0.27,0.525,94.44444444444444,19.442,37.18999999999999,91.28690463944034,0.013887460137845902,0.014116698037106754
173,cd.RedBlackTree.treeInsert,0,333,72,1.285,0.689,-46.38132295719844,19.442,37.18999999999999,91.28690463944034,0.06609402324863696,0.018526485614412478
173,cd.RedBlackTree.treeInsert,0,334,73,0.391,1.986,407.9283887468031,19.442,37.18999999999999,91.28690463944034,0.02011109968110277,0.053401452003226685
173,cd.RedBlackTree.treeInsert,0,342,74,0.463,0.0,-100.0,19.442,37.18999999999999,91.28690463944034,0.02381442238452834,0.0
173,cd.RedBlackTree.treeInsert,0,335,75,0.061,3.434,5529.508196721312,19.442,37.18999999999999,91.28690463944034,0.003137537290402222,0.09233664963699922
173,cd.RedBlackTree.treeInsert,0,336,78,1.182,0.616,-47.884940778341786,19.442,37.18999999999999,91.28690463944034,0.060796214381236495,0.01656359236353859
176,cd.RedBlackTree.findNode,0,134,41,0.005,0.089,1679.9999999999998,4.212999999999998,8.258999999999999,96.03607880370288,0.0011868027533823884,0.010776123017314447
176,cd.RedBlackTree.findNode,0,135,42,0.444,0.728,63.963963963963955,4.212999999999998,8.258999999999999,96.03607880370288,0.10538808450035608,0.08814626468095413
176,cd.RedBlackTree.findNode,0,155,44,0.822,1.692,105.83941605839418,4.212999999999998,8.258999999999999,96.03607880370288,0.19511037265606462,0.2048674173628769
176,cd.RedBlackTree.findNode,0,156,45,0.988,2.082,110.72874493927125,4.212999999999998,8.258999999999999,96.03607880370288,0.23451222406835992,0.25208863058481656
176,cd.RedBlackTree.findNode,0,136,52,0.618,1.151,86.24595469255664,4.212999999999998,8.258999999999999,96.03607880370288,0.14668882031806318,0.13936311902167337
176,cd.RedBlackTree.findNode,0,140,54,0.293,0.666,127.30375426621163,4.212999999999998,8.258999999999999,96.03607880370288,0.06954664134820795,0.08063930257900474
176,cd.RedBlackTree.findNode,0,142,55,0.002,0.272,13500.0,4.212999999999998,8.258999999999999,96.03607880370288,0.0004747211013529553,0.03293376922145539
176,cd.RedBlackTree.findNode,0,148,56,0.021,0.031,47.61904761904761,4.212999999999998,8.258999999999999,96.03607880370288,0.004984571564206031,0.003753481050974695
176,cd.RedBlackTree.findNode,0,160,58,0.002,0.008,300.0,4.212999999999998,8.258999999999999,96.03607880370288,0.0004747211013529553,0.0009686402712192761
176,cd.RedBlackTree.findNode,0,161,59,0.003,0.008,166.66666666666669,4.212999999999998,8.258999999999999,96.03607880370288,0.000712081652029433,0.0009686402712192761
176,cd.RedBlackTree.findNode,0,143,60,0.045,0.04,-11.111111111111107,4.212999999999998,8.258999999999999,96.03607880370288,0.010681224780441494,0.004843201356096381
176,cd.RedBlackTree.findNode,0,144,61,0.283,0.361,27.561837455830396,4.212999999999998,8.258999999999999,96.03607880370288,0.06717303584144317,0.04370989223876983
176,cd.RedBlackTree.findNode,0,146,63,0.297,0.298,0.33670033670033706,4.212999999999998,8.258999999999999,96.03607880370288,0.07049608355091386,0.036081850102918034
