Method: SpaceMangler::mangle_region, Block ID: 6, Normal Time: 0.003, Slowdown Time: 0.004, Percentage Increase: 33.33333333333333%
Method: SpaceMangler::mangle_region, Block ID: 7, Normal Time: 107.899, Slowdown Time: 108.03, Percentage Increase: 0.12140983697717331%
Method: SpaceMangler::mangle_region, Block ID: 10, Normal Time: 0.006, Slowdown Time: 0.008, Percentage Increase: 33.33333333333333%
Method: SpaceMangler::mangle_region, Median Percentage Increase: 33.33333333333333%
Method: cd::RedBlackTree::treeInsert, Block ID: 2, Normal Time: 0.321, Slowdown Time: 0.5, Percentage Increase: 55.7632398753894%
Method: cd::RedBlackTree::treeInsert, Block ID: 3, Normal Time: 0.458, Slowdown Time: 1.022, Percentage Increase: 123.14410480349345%
Method: cd::RedBlackTree::treeInsert, Block ID: 4, Normal Time: 0.234, Slowdown Time: 0.528, Percentage Increase: 125.64102564102566%
Method: cd::RedBlackTree::treeInsert, Block ID: 5, Normal Time: 0.406, Slowdown Time: 0.759, Percentage Increase: 86.94581280788177%
Method: cd::RedBlackTree::treeInsert, Block ID: 6, Normal Time: 0.046, Slowdown Time: 0.051, Percentage Increase: 10.8695652173913%
Method: cd::RedBlackTree::treeInsert, Block ID: 8, Normal Time: 0.026, Slowdown Time: 0.094, Percentage Increase: 261.5384615384616%
Method: cd::RedBlackTree::treeInsert, Block ID: 9, Normal Time: 0.115, Slowdown Time: 0.227, Percentage Increase: 97.39130434782608%
Method: cd::RedBlackTree::treeInsert, Block ID: 10, Normal Time: 0.024, Slowdown Time: 0.012, Percentage Increase: -50.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 11, Normal Time: 0.023, Slowdown Time: 0.031, Percentage Increase: 34.78260869565217%
Method: cd::RedBlackTree::treeInsert, Block ID: 12, Normal Time: 0.031, Slowdown Time: 0.051, Percentage Increase: 64.51612903225805%
Method: cd::RedBlackTree::treeInsert, Block ID: 13, Normal Time: 0.062, Slowdown Time: 0.116, Percentage Increase: 87.0967741935484%
Method: cd::RedBlackTree::treeInsert, Block ID: 14, Normal Time: 0.014, Slowdown Time: 0.017, Percentage Increase: 21.428571428571434%
Method: cd::RedBlackTree::treeInsert, Block ID: 15, Normal Time: 0.075, Slowdown Time: 0.165, Percentage Increase: 120.00000000000001%
Method: cd::RedBlackTree::treeInsert, Block ID: 19, Normal Time: 0.097, Slowdown Time: 0.222, Percentage Increase: 128.86597938144328%
Method: cd::RedBlackTree::treeInsert, Block ID: 20, Normal Time: 0.005, Slowdown Time: 0.029, Percentage Increase: 480.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 21, Normal Time: 0.166, Slowdown Time: 0.196, Percentage Increase: 18.072289156626503%
Method: cd::RedBlackTree::treeInsert, Block ID: 25, Normal Time: 0.071, Slowdown Time: 0.086, Percentage Increase: 21.126760563380284%
Method: cd::RedBlackTree::treeInsert, Block ID: 26, Normal Time: 0.213, Slowdown Time: 0.477, Percentage Increase: 123.943661971831%
Method: cd::RedBlackTree::treeInsert, Block ID: 27, Normal Time: 0.102, Slowdown Time: 0.195, Percentage Increase: 91.17647058823532%
Method: cd::RedBlackTree::treeInsert, Block ID: 28, Normal Time: 0.11, Slowdown Time: 0.113, Percentage Increase: 2.7272727272727297%
Method: cd::RedBlackTree::treeInsert, Block ID: 29, Normal Time: 0.004, Slowdown Time: 0.005, Percentage Increase: 25.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 30, Normal Time: 0.07, Slowdown Time: 0.173, Percentage Increase: 147.1428571428571%
Method: cd::RedBlackTree::treeInsert, Block ID: 31, Normal Time: 0.074, Slowdown Time: 0.099, Percentage Increase: 33.7837837837838%
Method: cd::RedBlackTree::treeInsert, Block ID: 32, Normal Time: 0.075, Slowdown Time: 0.071, Percentage Increase: -5.333333333333338%
Method: cd::RedBlackTree::treeInsert, Block ID: 33, Normal Time: 0.151, Slowdown Time: 0.318, Percentage Increase: 110.59602649006624%
Method: cd::RedBlackTree::treeInsert, Block ID: 34, Normal Time: 0.619, Slowdown Time: 0.549, Percentage Increase: -11.308562197092076%
Method: cd::RedBlackTree::treeInsert, Block ID: 35, Normal Time: 1.152, Slowdown Time: 4.148, Percentage Increase: 260.0694444444444%
Method: cd::RedBlackTree::treeInsert, Block ID: 36, Normal Time: 1.848, Slowdown Time: 3.73, Percentage Increase: 101.83982683982681%
Method: cd::RedBlackTree::treeInsert, Block ID: 37, Normal Time: 0.401, Slowdown Time: 0.488, Percentage Increase: 21.69576059850373%
Method: cd::RedBlackTree::treeInsert, Block ID: 39, Normal Time: 0.235, Slowdown Time: 0.534, Percentage Increase: 127.2340425531915%
Method: cd::RedBlackTree::treeInsert, Block ID: 40, Normal Time: 0.309, Slowdown Time: 0.541, Percentage Increase: 75.08090614886733%
Method: cd::RedBlackTree::treeInsert, Block ID: 41, Normal Time: 0.011, Slowdown Time: 0.019, Percentage Increase: 72.72727272727273%
Method: cd::RedBlackTree::treeInsert, Block ID: 42, Normal Time: 0.206, Slowdown Time: 0.23, Percentage Increase: 11.650485436893215%
Method: cd::RedBlackTree::treeInsert, Block ID: 43, Normal Time: 0.032, Slowdown Time: 0.374, Percentage Increase: 1068.7499999999998%
Method: cd::RedBlackTree::treeInsert, Block ID: 44, Normal Time: 0.296, Slowdown Time: 0.51, Percentage Increase: 72.29729729729732%
Method: cd::RedBlackTree::treeInsert, Block ID: 45, Normal Time: 0.032, Slowdown Time: 0.041, Percentage Increase: 28.125%
Method: cd::RedBlackTree::treeInsert, Block ID: 46, Normal Time: 0.223, Slowdown Time: 0.526, Percentage Increase: 135.8744394618834%
Method: cd::RedBlackTree::treeInsert, Block ID: 47, Normal Time: 0.271, Slowdown Time: 0.493, Percentage Increase: 81.91881918819188%
Method: cd::RedBlackTree::treeInsert, Block ID: 48, Normal Time: 0.08, Slowdown Time: 0.297, Percentage Increase: 271.24999999999994%
Method: cd::RedBlackTree::treeInsert, Block ID: 49, Normal Time: 1.305, Slowdown Time: 2.618, Percentage Increase: 100.61302681992336%
Method: cd::RedBlackTree::treeInsert, Block ID: 50, Normal Time: 0.404, Slowdown Time: 0.51, Percentage Increase: 26.237623762376234%
