Method: SpaceMangler::mangle_region, Block ID: 6, Normal Time: 0.003, Slowdown Time: 0.004, Percentage Increase: 33.33333333333333%
Method: cd::RedBlackTree::treeInsert, Block ID: 51, Normal Time: 0.128, Slowdown Time: 0.822, Percentage Increase: 542.1874999999999%
Method: cd::RedBlackTree::treeInsert, Block ID: 52, Normal Time: 1.086, Slowdown Time: 2.33, Percentage Increase: 114.548802946593%
Method: cd::RedBlackTree::treeInsert, Block ID: 53, Normal Time: 0.012, Slowdown Time: 0.028, Percentage Increase: 133.33333333333331%
Method: cd::RedBlackTree::treeInsert, Block ID: 55, Normal Time: 1.763, Slowdown Time: 3.092, Percentage Increase: 75.38287010777086%
Method: cd::RedBlackTree::treeInsert, Block ID: 56, Normal Time: 2.437, Slowdown Time: 5.247, Percentage Increase: 115.30570373409932%
Method: cd::RedBlackTree::treeInsert, Block ID: 58, Normal Time: 0.547, Slowdown Time: 1.141, Percentage Increase: 108.5923217550274%
Method: cd::RedBlackTree::treeInsert, Block ID: 59, Normal Time: 0.01, Slowdown Time: 0.006, Percentage Increase: -40.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 60, Normal Time: 0.005, Slowdown Time: 0.001, Percentage Increase: -80.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 61, Normal Time: 0.001, Slowdown Time: 0.004, Percentage Increase: 300.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 62, Normal Time: 0.025, Slowdown Time: 0.063, Percentage Increase: 151.99999999999997%
Method: cd::RedBlackTree::treeInsert, Block ID: 63, Normal Time: 0.023, Slowdown Time: 0.049, Percentage Increase: 113.04347826086958%
Method: cd::RedBlackTree::treeInsert, Block ID: 68, Normal Time: 0.363, Slowdown Time: 0.802, Percentage Increase: 120.93663911845731%
Method: cd::RedBlackTree::treeInsert, Block ID: 69, Normal Time: 0.032, Slowdown Time: 0.069, Percentage Increase: 115.62500000000003%
Method: cd::RedBlackTree::treeInsert, Block ID: 70, Normal Time: 0.019, Slowdown Time: 0.037, Percentage Increase: 94.73684210526315%
Method: cd::RedBlackTree::treeInsert, Block ID: 71, Normal Time: 0.022, Slowdown Time: 0.025, Percentage Increase: 13.63636363636365%
Method: cd::RedBlackTree::treeInsert, Block ID: 72, Normal Time: 0.002, Slowdown Time: 0.006, Percentage Increase: 200.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 73, Normal Time: 0.027, Slowdown Time: 0.179, Percentage Increase: 562.9629629629629%
Method: cd::RedBlackTree::treeInsert, Block ID: 74, Normal Time: 0.123, Slowdown Time: 0.403, Percentage Increase: 227.64227642276427%
Method: cd::RedBlackTree::treeInsert, Block ID: 75, Normal Time: 0.211, Slowdown Time: 0.53, Percentage Increase: 151.1848341232228%
Method: cd::RedBlackTree::treeInsert, Block ID: 76, Normal Time: 0.129, Slowdown Time: 0.244, Percentage Increase: 89.14728682170542%
Method: cd::RedBlackTree::treeInsert, Block ID: 77, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: cd::RedBlackTree::treeInsert, Block ID: 79, Normal Time: 0.006, Slowdown Time: 0.002, Percentage Increase: -66.66666666666666%
Method: cd::RedBlackTree::treeInsert, Block ID: 80, Normal Time: 0.05, Slowdown Time: 0.114, Percentage Increase: 128.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 81, Normal Time: 0.004, Slowdown Time: 0.037, Percentage Increase: 825.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 82, Normal Time: 0.003, Slowdown Time: 0.012, Percentage Increase: 300.00000000000006%
Method: cd::RedBlackTree::treeInsert, Block ID: 83, Normal Time: 0.024, Slowdown Time: 0.065, Percentage Increase: 170.83333333333331%
Method: cd::RedBlackTree::treeInsert, Block ID: 84, Normal Time: 0.038, Slowdown Time: 0.085, Percentage Increase: 123.68421052631582%
Method: cd::RedBlackTree::treeInsert, Block ID: 85, Normal Time: 0.002, Slowdown Time: 0.006, Percentage Increase: 200.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 87, Normal Time: 0.071, Slowdown Time: 0.112, Percentage Increase: 57.74647887323945%
Method: cd::RedBlackTree::treeInsert, Block ID: 88, Normal Time: 0.165, Slowdown Time: 0.46, Percentage Increase: 178.7878787878788%
Method: cd::RedBlackTree::treeInsert, Block ID: 89, Normal Time: 0.128, Slowdown Time: 0.247, Percentage Increase: 92.96874999999999%
Method: cd::RedBlackTree::treeInsert, Block ID: 90, Normal Time: 0.03, Slowdown Time: 0.055, Percentage Increase: 83.33333333333334%
Method: cd::RedBlackTree::treeInsert, Block ID: 94, Normal Time: 0.092, Slowdown Time: 0.096, Percentage Increase: 4.347826086956526%
Method: cd::RedBlackTree::treeInsert, Block ID: 95, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 99, Normal Time: 0.085, Slowdown Time: 0.146, Percentage Increase: 71.76470588235291%
Method: cd::RedBlackTree::treeInsert, Block ID: 100, Normal Time: 0.177, Slowdown Time: 0.402, Percentage Increase: 127.11864406779662%
Method: cd::RedBlackTree::treeInsert, Block ID: 101, Normal Time: 0.126, Slowdown Time: 0.256, Percentage Increase: 103.17460317460319%
Method: cd::RedBlackTree::treeInsert, Block ID: 102, Normal Time: 0.119, Slowdown Time: 0.118, Percentage Increase: -0.8403361344537823%
Method: cd::RedBlackTree::treeInsert, Block ID: 103, Normal Time: 0.002, Slowdown Time: 0.009, Percentage Increase: 349.99999999999994%
Method: cd::RedBlackTree::treeInsert, Block ID: 104, Normal Time: 0.462, Slowdown Time: 0.824, Percentage Increase: 78.35497835497833%
Method: cd::RedBlackTree::treeInsert, Block ID: 105, Normal Time: 0.605, Slowdown Time: 1.266, Percentage Increase: 109.25619834710744%
Method: cd::RedBlackTree::treeInsert, Block ID: 107, Normal Time: 0.022, Slowdown Time: 0.034, Percentage Increase: 54.54545454545456%
Method: cd::RedBlackTree::treeInsert, Block ID: 108, Normal Time: 0.086, Slowdown Time: 0.117, Percentage Increase: 36.046511627906995%
Method: cd::RedBlackTree::treeInsert, Block ID: 109, Normal Time: 0.003, Slowdown Time: 0.011, Percentage Increase: 266.66666666666663%
Method: cd::RedBlackTree::treeInsert, Block ID: 110, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 111, Normal Time: 0.006, Slowdown Time: 0.015, Percentage Increase: 149.99999999999997%
Method: cd::RedBlackTree::treeInsert, Block ID: 115, Normal Time: 0.023, Slowdown Time: 0.026, Percentage Increase: 13.043478260869563%
Method: cd::RedBlackTree::treeInsert, Block ID: 116, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 120, Normal Time: 0.0, Slowdown Time: 0.006, Percentage Increase: 0.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 121, Normal Time: 0.006, Slowdown Time: 0.034, Percentage Increase: 466.6666666666667%
Method: cd::RedBlackTree::treeInsert, Block ID: 122, Normal Time: 0.017, Slowdown Time: 0.02, Percentage Increase: 17.647058823529406%
Method: cd::RedBlackTree::treeInsert, Block ID: 126, Normal Time: 0.011, Slowdown Time: 0.032, Percentage Increase: 190.90909090909093%
Method: cd::RedBlackTree::treeInsert, Block ID: 127, Normal Time: 0.02, Slowdown Time: 0.035, Percentage Increase: 75.00000000000001%
Method: cd::RedBlackTree::treeInsert, Block ID: 128, Normal Time: 0.022, Slowdown Time: 0.04, Percentage Increase: 81.81818181818184%
Method: cd::RedBlackTree::treeInsert, Block ID: 132, Normal Time: 0.018, Slowdown Time: 0.032, Percentage Increase: 77.77777777777779%
Method: cd::RedBlackTree::treeInsert, Block ID: 137, Normal Time: 0.001, Slowdown Time: 0.004, Percentage Increase: 300.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 138, Normal Time: 0.006, Slowdown Time: 0.001, Percentage Increase: -83.33333333333334%
Method: cd::RedBlackTree::treeInsert, Block ID: 142, Normal Time: 0.047, Slowdown Time: 0.062, Percentage Increase: 31.914893617021274%
Method: cd::RedBlackTree::treeInsert, Block ID: 143, Normal Time: 0.0, Slowdown Time: 0.016, Percentage Increase: 0.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 144, Normal Time: 0.027, Slowdown Time: 0.01, Percentage Increase: -62.96296296296296%
Method: cd::RedBlackTree::treeInsert, Block ID: 145, Normal Time: 0.004, Slowdown Time: 0.033, Percentage Increase: 725.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 146, Normal Time: 0.001, Slowdown Time: 0.005, Percentage Increase: 400.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 147, Normal Time: 0.002, Slowdown Time: 0.008, Percentage Increase: 300.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 148, Normal Time: 0.215, Slowdown Time: 0.384, Percentage Increase: 78.6046511627907%
Method: cd::RedBlackTree::treeInsert, Block ID: 149, Normal Time: 0.379, Slowdown Time: 0.731, Percentage Increase: 92.87598944591028%
Method: cd::RedBlackTree::treeInsert, Block ID: 151, Normal Time: 0.014, Slowdown Time: 0.01, Percentage Increase: -28.57142857142857%
Method: cd::RedBlackTree::treeInsert, Block ID: 155, Normal Time: 0.001, Slowdown Time: 0.008, Percentage Increase: 700.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 156, Normal Time: 0.005, Slowdown Time: 0.006, Percentage Increase: 20.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 157, Normal Time: 0.004, Slowdown Time: 0.008, Percentage Increase: 100.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 158, Normal Time: 0.003, Slowdown Time: 0.027, Percentage Increase: 800.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 160, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 166, Normal Time: 0.029, Slowdown Time: 0.042, Percentage Increase: 44.827586206896555%
Method: cd::RedBlackTree::treeInsert, Block ID: 170, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 177, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: cd::RedBlackTree::treeInsert, Median Percentage Increase: 105.8834624648153%
Method: cd::CollisionDetector::recurse, Block ID: 1, Normal Time: 0.443, Slowdown Time: 0.932, Percentage Increase: 110.38374717832957%
Method: cd::CollisionDetector::recurse, Block ID: 2, Normal Time: 0.389, Slowdown Time: 0.87, Percentage Increase: 123.6503856041131%
Method: cd::CollisionDetector::recurse, Block ID: 3, Normal Time: 0.224, Slowdown Time: 0.49, Percentage Increase: 118.75%
Method: cd::CollisionDetector::recurse, Block ID: 4, Normal Time: 0.138, Slowdown Time: 0.33, Percentage Increase: 139.1304347826087%
Method: cd::CollisionDetector::recurse, Block ID: 5, Normal Time: 0.126, Slowdown Time: 0.223, Percentage Increase: 76.98412698412699%
Method: cd::CollisionDetector::recurse, Block ID: 6, Normal Time: 0.544, Slowdown Time: 1.126, Percentage Increase: 106.98529411764703%
Method: cd::CollisionDetector::recurse, Block ID: 7, Normal Time: 2.239, Slowdown Time: 4.896, Percentage Increase: 118.66904868244752%
Method: cd::CollisionDetector::recurse, Block ID: 8, Normal Time: 0.995, Slowdown Time: 2.429, Percentage Increase: 144.12060301507535%
Method: cd::CollisionDetector::recurse, Block ID: 9, Normal Time: 0.201, Slowdown Time: 0.094, Percentage Increase: -53.233830845771145%
Method: cd::CollisionDetector::recurse, Block ID: 10, Normal Time: 0.012, Slowdown Time: 0.142, Percentage Increase: 1083.333333333333%
Method: cd::CollisionDetector::recurse, Block ID: 11, Normal Time: 0.143, Slowdown Time: 0.324, Percentage Increase: 126.5734265734266%
Method: cd::CollisionDetector::recurse, Block ID: 12, Normal Time: 0.14, Slowdown Time: 0.261, Percentage Increase: 86.42857142857142%
Method: cd::CollisionDetector::recurse, Block ID: 13, Normal Time: 0.054, Slowdown Time: 0.056, Percentage Increase: 3.703703703703707%
Method: cd::CollisionDetector::recurse, Block ID: 14, Normal Time: 0.203, Slowdown Time: 0.396, Percentage Increase: 95.07389162561576%
Method: cd::CollisionDetector::recurse, Block ID: 15, Normal Time: 0.226, Slowdown Time: 0.222, Percentage Increase: -1.7699115044247802%
Method: cd::CollisionDetector::recurse, Block ID: 16, Normal Time: 0.13, Slowdown Time: 0.213, Percentage Increase: 63.84615384615384%
Method: cd::CollisionDetector::recurse, Block ID: 17, Normal Time: 0.004, Slowdown Time: 0.056, Percentage Increase: 1300.0%
Method: cd::CollisionDetector::recurse, Block ID: 18, Normal Time: 0.119, Slowdown Time: 0.186, Percentage Increase: 56.302521008403374%
Method: cd::CollisionDetector::recurse, Block ID: 19, Normal Time: 0.039, Slowdown Time: 0.094, Percentage Increase: 141.02564102564102%
Method: cd::CollisionDetector::recurse, Block ID: 20, Normal Time: 0.043, Slowdown Time: 0.112, Percentage Increase: 160.46511627906978%
Method: cd::CollisionDetector::recurse, Block ID: 21, Normal Time: 0.046, Slowdown Time: 0.08, Percentage Increase: 73.91304347826087%
Method: cd::CollisionDetector::recurse, Block ID: 22, Normal Time: 0.002, Slowdown Time: 0.019, Percentage Increase: 850.0%
Method: cd::CollisionDetector::recurse, Block ID: 23, Normal Time: 0.171, Slowdown Time: 0.237, Percentage Increase: 38.59649122807016%
Method: cd::CollisionDetector::recurse, Block ID: 24, Normal Time: 0.055, Slowdown Time: 0.063, Percentage Increase: 14.545454545454545%
Method: cd::CollisionDetector::recurse, Block ID: 26, Normal Time: 0.085, Slowdown Time: 0.191, Percentage Increase: 124.70588235294116%
Method: cd::CollisionDetector::recurse, Block ID: 27, Normal Time: 0.04, Slowdown Time: 0.004, Percentage Increase: -90.00000000000001%
Method: cd::CollisionDetector::recurse, Block ID: 28, Normal Time: 0.006, Slowdown Time: 0.058, Percentage Increase: 866.6666666666667%
Method: cd::CollisionDetector::recurse, Block ID: 29, Normal Time: 0.018, Slowdown Time: 0.005, Percentage Increase: -72.22222222222221%
Method: cd::CollisionDetector::recurse, Block ID: 30, Normal Time: 0.056, Slowdown Time: 0.102, Percentage Increase: 82.14285714285712%
Method: cd::CollisionDetector::recurse, Block ID: 31, Normal Time: 0.062, Slowdown Time: 0.171, Percentage Increase: 175.80645161290326%
Method: cd::CollisionDetector::recurse, Block ID: 32, Normal Time: 0.195, Slowdown Time: 0.38, Percentage Increase: 94.87179487179486%
Method: cd::CollisionDetector::recurse, Block ID: 33, Normal Time: 0.065, Slowdown Time: 0.129, Percentage Increase: 98.46153846153845%
Method: cd::CollisionDetector::recurse, Block ID: 34, Normal Time: 0.037, Slowdown Time: 0.081, Percentage Increase: 118.91891891891895%
Method: cd::CollisionDetector::recurse, Block ID: 35, Normal Time: 0.029, Slowdown Time: 0.072, Percentage Increase: 148.2758620689655%
Method: cd::CollisionDetector::recurse, Block ID: 36, Normal Time: 0.066, Slowdown Time: 0.233, Percentage Increase: 253.03030303030303%
Method: cd::CollisionDetector::recurse, Block ID: 37, Normal Time: 0.085, Slowdown Time: 0.279, Percentage Increase: 228.23529411764704%
Method: cd::CollisionDetector::recurse, Block ID: 38, Normal Time: 0.033, Slowdown Time: 0.055, Percentage Increase: 66.66666666666666%
Method: cd::CollisionDetector::recurse, Block ID: 39, Normal Time: 0.103, Slowdown Time: 0.234, Percentage Increase: 127.18446601941748%
Method: cd::CollisionDetector::recurse, Block ID: 40, Normal Time: 0.091, Slowdown Time: 0.236, Percentage Increase: 159.34065934065933%
Method: cd::CollisionDetector::recurse, Block ID: 41, Normal Time: 0.028, Slowdown Time: 0.047, Percentage Increase: 67.85714285714285%
Method: cd::CollisionDetector::recurse, Block ID: 42, Normal Time: 0.075, Slowdown Time: 0.147, Percentage Increase: 96.0%
Method: cd::CollisionDetector::recurse, Block ID: 43, Normal Time: 0.081, Slowdown Time: 0.188, Percentage Increase: 132.09876543209876%
Method: cd::CollisionDetector::recurse, Block ID: 44, Normal Time: 0.036, Slowdown Time: 0.054, Percentage Increase: 50.000000000000014%
Method: cd::CollisionDetector::recurse, Block ID: 45, Normal Time: 0.089, Slowdown Time: 0.207, Percentage Increase: 132.58426966292134%
Method: cd::CollisionDetector::recurse, Block ID: 46, Normal Time: 0.065, Slowdown Time: 0.115, Percentage Increase: 76.92307692307693%
Method: cd::CollisionDetector::recurse, Block ID: 47, Normal Time: 0.028, Slowdown Time: 0.09, Percentage Increase: 221.42857142857144%
Method: cd::CollisionDetector::recurse, Block ID: 48, Normal Time: 0.062, Slowdown Time: 0.135, Percentage Increase: 117.74193548387098%
Method: cd::CollisionDetector::recurse, Block ID: 49, Normal Time: 0.097, Slowdown Time: 0.172, Percentage Increase: 77.31958762886596%
Method: cd::CollisionDetector::recurse, Block ID: 50, Normal Time: 0.033, Slowdown Time: 0.032, Percentage Increase: -3.030303030303033%
Method: cd::CollisionDetector::recurse, Block ID: 51, Normal Time: 0.083, Slowdown Time: 0.177, Percentage Increase: 113.25301204819276%
Method: cd::CollisionDetector::recurse, Block ID: 52, Normal Time: 0.087, Slowdown Time: 0.175, Percentage Increase: 101.14942528735634%
Method: cd::CollisionDetector::recurse, Block ID: 53, Normal Time: 0.031, Slowdown Time: 0.07, Percentage Increase: 125.80645161290325%
Method: cd::CollisionDetector::recurse, Block ID: 54, Normal Time: 0.093, Slowdown Time: 0.148, Percentage Increase: 59.13978494623655%
Method: cd::CollisionDetector::recurse, Block ID: 55, Normal Time: 0.093, Slowdown Time: 0.157, Percentage Increase: 68.81720430107528%
Method: cd::CollisionDetector::recurse, Block ID: 56, Normal Time: 0.032, Slowdown Time: 0.074, Percentage Increase: 131.24999999999997%
Method: cd::CollisionDetector::recurse, Block ID: 57, Normal Time: 0.064, Slowdown Time: 0.184, Percentage Increase: 187.5%
Method: cd::CollisionDetector::recurse, Block ID: 58, Normal Time: 0.096, Slowdown Time: 0.177, Percentage Increase: 84.37499999999999%
Method: cd::CollisionDetector::recurse, Block ID: 59, Normal Time: 0.031, Slowdown Time: 0.047, Percentage Increase: 51.61290322580645%
Method: cd::CollisionDetector::recurse, Block ID: 60, Normal Time: 0.025, Slowdown Time: 0.027, Percentage Increase: 7.999999999999993%
Method: cd::CollisionDetector::recurse, Block ID: 61, Normal Time: 0.006, Slowdown Time: 0.035, Percentage Increase: 483.33333333333337%
Method: cd::CollisionDetector::recurse, Block ID: 62, Normal Time: 0.002, Slowdown Time: 0.003, Percentage Increase: 50.0%
Method: cd::CollisionDetector::recurse, Block ID: 63, Normal Time: 0.016, Slowdown Time: 0.023, Percentage Increase: 43.74999999999999%
Method: cd::CollisionDetector::recurse, Block ID: 64, Normal Time: 0.003, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: cd::CollisionDetector::recurse, Block ID: 65, Normal Time: 0.022, Slowdown Time: 0.048, Percentage Increase: 118.18181818181822%
Method: cd::CollisionDetector::recurse, Block ID: 66, Normal Time: 0.017, Slowdown Time: 0.024, Percentage Increase: 41.17647058823529%
Method: cd::CollisionDetector::recurse, Block ID: 67, Normal Time: 0.019, Slowdown Time: 0.049, Percentage Increase: 157.8947368421053%
Method: cd::CollisionDetector::recurse, Block ID: 68, Normal Time: 0.003, Slowdown Time: 0.006, Percentage Increase: 100.0%
Method: cd::CollisionDetector::recurse, Block ID: 69, Normal Time: 0.012, Slowdown Time: 0.005, Percentage Increase: -58.333333333333336%
Method: cd::CollisionDetector::recurse, Block ID: 70, Normal Time: 0.02, Slowdown Time: 0.063, Percentage Increase: 215.0%
Method: cd::CollisionDetector::recurse, Block ID: 72, Normal Time: 0.045, Slowdown Time: 0.055, Percentage Increase: 22.222222222222225%
Method: cd::CollisionDetector::recurse, Block ID: 73, Normal Time: 0.047, Slowdown Time: 0.058, Percentage Increase: 23.40425531914894%
Method: cd::CollisionDetector::recurse, Block ID: 74, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: cd::CollisionDetector::recurse, Block ID: 94, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: cd::CollisionDetector::recurse, Block ID: 95, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: cd::CollisionDetector::recurse, Median Percentage Increase: 111.81837961326116%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 34, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 3, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 35, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 5, Normal Time: 0.02, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 7, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 71, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 40, Normal Time: 7.835, Slowdown Time: 7.788, Percentage Increase: -0.599872367581362%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 72, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 41, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: JVMCIRuntime::new_instance_or_null, Block ID: 73, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
