comp_id,loop_id,samples,percentage,total_samples
154,1,264,0.001628,16217569
155,0,330,0.002035,16217569
155,4,997,0.006148,16217569
155,5,13854,0.085426,16217569
155,6,860,0.005303,16217569
156,0,15825903,97.584928,16217569
