CompId,LoopId,BaselineSamples,SlowdownSamples,PercentChangeSamples,BaselineSharePercent
156,0,8021345,15825903,97.29737344547578,99.79523013997355
155,5,14017,13854,-1.1628736534208461,0.1743884274859153
155,4,958,997,4.07098121085595,0.011918678285760638
155,6,849,860,1.2956419316843346,0.010562586497506035
155,0,380,330,-13.157894736842104,0.0047276594452912764
154,1,255,264,3.5294117647058822,0.003172508311971777
