benchmark,comp_id,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_noBubo_pct
Mandelbrot,52,0,0,244616,234532,-4.1223795663407135,5.18466292176329e-05,452357276720,104.14433086081156
Mandelbrot,57,0,0,8098,6870,-15.164238083477402,1.5187110617107176e-06,452357276720,104.14433086081156
Mandelbrot,58,0,0,3658,3236,-11.536358665937671,7.153637548320061e-07,452357276720,104.14433086081156
Mandelbrot,84,0,0,486,484,-0.411522633744856,1.0699507334322957e-07,452357276720,104.14433086081156
Mandelbrot,84,1,0,26,330,1169.230769230769,7.29511863703838e-08,452357276720,104.14433086081156
Mandelbrot,84,2,0,82,88,7.317073170731707,1.9453649698769015e-08,452357276720,104.14433086081156
Mandelbrot,85,0,0,85136,81142,-4.691317421537304,1.7937591407471767e-05,452357276720,104.14433086081156
Mandelbrot,85,1,0,124824,112144,-10.15830289046978,2.479102377066764e-05,452357276720,104.14433086081156
Mandelbrot,85,2,0,106554,95988,-9.91609887944141,2.1219510537334547e-05,452357276720,104.14433086081156
Mandelbrot,87,0,0,476,530,11.344537815126051,1.1716402659485883e-07,452357276720,104.14433086081156
Mandelbrot,88,0,0,11338,10794,-4.798024342917622,2.3861669869149176e-06,452357276720,104.14433086081156
Mandelbrot,138,0,0,20052,18716,-6.662677039696788,4.137437588206374e-06,452357276720,104.14433086081156
Mandelbrot,140,1,1,249806,278358,11.429669423472614,6.153498889602211e-05,452357276720,104.14433086081156
Mandelbrot,140,2,0,12328,12282,-0.3731343283582089,2.7151105181850118e-06,452357276720,104.14433086081156
Mandelbrot,140,5,0,474,660,39.24050632911392,1.459023727407676e-07,452357276720,104.14433086081156
Mandelbrot,141,1,1,3668,3400,-7.306434023991276,7.516182838160757e-07,452357276720,104.14433086081156
Mandelbrot,141,2,0,1838,1816,-1.1969532100108813,4.014525892382333e-07,452357276720,104.14433086081156
Mandelbrot,142,0,2,10490,10472,-0.17159199237368922,2.3149843141535128e-06,452357276720,104.14433086081156
Mandelbrot,142,1,1,12266,12348,0.6685145931844122,2.7297007554590887e-06,452357276720,104.14433086081156
Mandelbrot,142,2,0,15216,15080,-0.8937960042060988,3.3336481529254177e-06,452357276720,104.14433086081156
Mandelbrot,142,5,0,692,668,-3.4682080924855487,1.476708863497466e-07,452357276720,104.14433086081156
Mandelbrot,143,1,1,382378,348448,-8.873418449806213,7.702937875268938e-05,452357276720,104.14433086081156
Mandelbrot,143,2,0,47936,47482,-0.9470961281708946,1.0496570397692618e-05,452357276720,104.14433086081156
Mandelbrot,168,1,0,500861362,499393122,-0.2931429955261752,0.11039794156093884,452357276720,104.14433086081156
Mandelbrot,168,2,0,420140186,416669716,-0.8260266729162632,0.09211075789942694,452357276720,104.14433086081156
Mandelbrot,168,3,0,17628,18528,5.105513955071477,4.095877518395367e-06,452357276720,104.14433086081156
Mandelbrot,168,4,0,43248,41048,-5.08694043655198,9.074243327671256e-06,452357276720,104.14433086081156
Mandelbrot,168,5,0,1368,736,-46.198830409356724,1.627032520260681e-07,452357276720,104.14433086081156
Mandelbrot,169,0,0,25116722,25310558,0.7717408346519103,0.0055952582842315425,452357276720,104.14433086081156
Mandelbrot,169,1,0,44533320202,21357047890,-52.042542992245046,4.721278730135158,452357276720,104.14433086081156
Mandelbrot,169,2,0,204659984576,430059565924,110.13368432278877,95.0707743760245,452357276720,104.14433086081156
Mandelbrot,187,0,0,15542,30918,98.93192639299961,6.834862970301596e-06,452357276720,104.14433086081156
Mandelbrot,187,1,0,9204,9140,-0.6953498478922208,2.020526798258509e-06,452357276720,104.14433086081156
Mandelbrot,187,2,0,5382,5846,8.621330360460796,1.2923413197614053e-06,452357276720,104.14433086081156
Mandelbrot,188,0,0,438,618,41.0958904109589,1.3661767629362786e-07,452357276720,104.14433086081156
Mandelbrot,189,0,0,15064,19852,31.784386617100374,4.388566520681392e-06,452357276720,104.14433086081156
