benchmark,comp_id,comp_name,method_dot,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,loop_median_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_pct
par-mnemonics,52,java.util.ImmutableCollections$SetN$SetNIterator.next(),java.util.ImmutableCollections$SetN$SetNIterator.next,0,0,370948,389134,4.902573945674326,,2.1694735823673262e-05,1793679366104,-1.0
par-mnemonics,56,"java.util.HashMap.putVal(int,",java.util.HashMap.putVal,0,0,21491324,27389902,27.44632206000896,16.666666666666682,0.0015270233084909055,1793679366104,-1.0
par-mnemonics,63,java.lang.String.equals(Object),java.lang.String.equals,0,0,734214,733808,-0.05529722941812605,,4.0910767769709225e-05,1793679366104,-1.0
par-mnemonics,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,0,0,82,80,-2.4390243902439024,,4.460105942667207e-09,1793679366104,-1.0
par-mnemonics,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,1,0,388,140,-63.91752577319587,,7.805185399667613e-09,1793679366104,-1.0
par-mnemonics,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,2,0,118,128,8.47457627118644,,7.1361695082675325e-09,1793679366104,-1.0
par-mnemonics,86,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,0,0,333976,322900,-3.3164059692912065,,1.8002102611090514e-05,1793679366104,-1.0
par-mnemonics,86,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,1,0,680104,651600,-4.191123710491337,,3.6327562903024404e-05,1793679366104,-1.0
par-mnemonics,86,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,2,0,543674,516154,-5.0618569216111124,,2.8776269034143125e-05,1793679366104,-1.0
par-mnemonics,89,"java.lang.StringCoding.countPositives(byte[],",java.lang.StringCoding.countPositives,0,0,206,162,-21.35922330097087,,9.031714533901095e-09,1793679366104,-1.0
