benchmark,comp_id,comp_name,method_dot,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,loop_median_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_pct
scala-stm-bench7,52,java.util.ImmutableCollections$SetN$SetNIterator.next(),java.util.ImmutableCollections$SetN$SetNIterator.next,0,0,393638,365534,-7.139554616170186,,0.0006750210108428827,54151499602,-1.0
scala-stm-bench7,56,"java.util.HashMap.putVal(int,",java.util.HashMap.putVal,0,0,1082213296,2833132016,161.7905385631115,322.72727272727263,5.231862527949942,54151499602,-1.0
scala-stm-bench7,57,java.lang.String.equals(Object),java.lang.String.equals,0,0,1550218,1519110,-2.006685511328084,,0.0028052962727996068,54151499602,-1.0
scala-stm-bench7,80,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,0,0,80,80,0.0,,1.477336742065871e-07,54151499602,-1.0
scala-stm-bench7,80,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,1,0,50,54,8.0,,9.97202300894463e-08,54151499602,-1.0
scala-stm-bench7,80,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,2,0,114,120,5.263157894736842,,2.2160051130988068e-07,54151499602,-1.0
scala-stm-bench7,81,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,0,0,326522,323606,-0.8930485541556158,,0.0005975937921912104,54151499602,-1.0
scala-stm-bench7,81,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,1,0,652620,649288,-0.5105574453740308,,0.0011990212732280816,54151499602,-1.0
scala-stm-bench7,81,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,2,0,513536,514274,0.1437094965104686,,0.0009496948446114798,54151499602,-1.0
scala-stm-bench7,84,"java.lang.StringCoding.countPositives(byte[],",java.lang.StringCoding.countPositives,0,0,140,144,2.857142857142857,,2.659206135718568e-07,54151499602,-1.0
scala-stm-bench7,85,"java.lang.StringCoding.countPositives(byte[],-Re-Comp",java.lang.StringCoding.countPositives,0,0,1470752,1534476,4.332749505015122,,0.002833672218272837,54151499602,-1.0
scala-stm-bench7,193,"java.util.regex.Pattern$BmpCharPropertyGreedy.match(Matcher,",java.util.regex.Pattern$BmpCharPropertyGreedy.match,0,0,9250,9262,0.12972972972972974,,1.7103866131267624e-05,54151499602,-1.0
scala-stm-bench7,205,java.util.Properties$LineReader.readLine(),java.util.Properties$LineReader.readLine,0,4,64038,62358,-2.6234423311159,,0.0001151547057021795,54151499602,-1.0
scala-stm-bench7,206,java.util.Properties$LineReader.readLine()-Re-Comp,java.util.Properties$LineReader.readLine,0,5,3038122,3069642,1.0374830240523587,,0.005668618639485706,54151499602,-1.0
scala-stm-bench7,206,java.util.Properties$LineReader.readLine()-Re-Comp,java.util.Properties$LineReader.readLine,1,1,776426,741482,-4.500622081177086,,0.0013692732527256079,54151499602,-1.0
