benchmark,comp_id,comp_name,method_dot,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,loop_median_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_pct
rx-scrabble,52,java.util.ImmutableCollections$SetN$SetNIterator.next(),java.util.ImmutableCollections$SetN$SetNIterator.next,0,0,373218,374832,0.43245502628490584,,0.0004292419982158398,87324167150,-1.0
rx-scrabble,56,"java.util.HashMap.putVal(int,",java.util.HashMap.putVal,0,1,64473362,64354230,-0.1847770866982243,,0.07369578445501383,87324167150,-1.0
rx-scrabble,57,java.lang.String.equals(Object),java.lang.String.equals,0,0,175908814,174885610,-0.5816672722266208,,0.2002717182513661,87324167150,-1.0
rx-scrabble,66,java.util.HashMap.resize(),java.util.HashMap.resize,0,0,101013080,100237228,-0.768070828055139,,0.11478749957937617,87324167150,-1.0
rx-scrabble,66,java.util.HashMap.resize(),java.util.HashMap.resize,1,0,63050334,62900000,-0.238434898695382,,0.07203046081384813,87324167150,-1.0
rx-scrabble,66,java.util.HashMap.resize(),java.util.HashMap.resize,2,0,238018566,236983934,-0.43468541861562177,,0.2713841330921872,87324167150,-1.0
rx-scrabble,80,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,0,0,78,78,0.0,,8.932235204260978e-08,87324167150,-1.0
rx-scrabble,80,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,1,0,48,48,0.0,,5.496760125699064e-08,87324167150,-1.0
rx-scrabble,80,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",jdk.internal.util.ArraysSupport.unsignedHashCode,2,0,120,118,-1.6666666666666667,,1.3512868642343528e-07,87324167150,-1.0
rx-scrabble,81,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,0,0,322948,322450,-0.15420439203834674,,0.00036925631302742976,87324167150,-1.0
rx-scrabble,81,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,1,0,652256,650106,-0.32962517784428197,,0.0007444743204745239,87324167150,-1.0
rx-scrabble,81,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",jdk.internal.util.ArraysSupport.unsignedHashCode,2,0,514780,515000,0.04273670305761684,,0.0005897565551531286,87324167150,-1.0
rx-scrabble,84,"java.lang.StringCoding.countPositives(byte[],",java.lang.StringCoding.countPositives,0,0,138,140,1.4492753623188406,,1.6032217033288933e-07,87324167150,-1.0
rx-scrabble,85,"java.lang.StringCoding.countPositives(byte[],-Re-Comp",java.lang.StringCoding.countPositives,0,0,14658002,14601096,-0.38822480717358343,,0.016720567142563352,87324167150,-1.0
rx-scrabble,193,"java.util.regex.Pattern$BmpCharPropertyGreedy.match(Matcher,",java.util.regex.Pattern$BmpCharPropertyGreedy.match,0,1,11184,11200,0.14306151645207438,,1.2825773626631147e-05,87324167150,-1.0
rx-scrabble,206,java.util.Properties$LineReader.readLine(),java.util.Properties$LineReader.readLine,0,4,62778,61954,-1.3125617254452195,,7.094714100574161e-05,87324167150,-1.0
rx-scrabble,207,java.util.Properties$LineReader.readLine()-Re-Comp,java.util.Properties$LineReader.readLine,0,5,3064710,3019790,-1.4657178003791551,,0.0034581377624968283,87324167150,-1.0
rx-scrabble,207,java.util.Properties$LineReader.readLine()-Re-Comp,java.util.Properties$LineReader.readLine,1,1,750494,748624,-0.2491692138777925,,0.0008572930317377783,87324167150,-1.0
rx-scrabble,207,java.util.Properties$LineReader.readLine()-Re-Comp,java.util.Properties$LineReader.readLine,2,0,241288,243008,0.7128410861708829,,0.0002782826426303912,87324167150,-1.0
rx-scrabble,208,"java.util.Properties.loadConvert(char[],",java.util.Properties.loadConvert,0,0,236,490,107.62711864406779,,5.611275961651127e-07,87324167150,-1.0
