benchmark,mode,run_name,file_path,total_cycles,bench_method,comp_id,comp_name,encoding,selected_loop_id,selected_loop_cycles
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,4207344
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5927536
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,9315922
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13559530
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19624330
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,29239724
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43759158
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65595500
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,98212380
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,145285400
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241970122
LoopStep,Nested,run8,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run8.txt,2302412126,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,603956226
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1371640
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1981930
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2841870
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,4221134
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5922578
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,9368188
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13522314
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19582510
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,29237548
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,47327280
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65573770
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,98111426
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,148582986
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,249433838
LoopStep,Nested,run9,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run9.txt,2344050538,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,638762108
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1341844
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1986302
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2854366
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,4195570
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5906648
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,9310920
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13577516
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19717626
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,29239760
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43787854
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65662736
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,110822672
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,145237798
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241683740
LoopStep,Nested,run10,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run10.txt,2356551098,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,603502270
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,976480
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1595960
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2439390
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3821522
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5491474
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8845266
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13171020
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19159920
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28849074
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43393242
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65144118
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,97807326
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,144747218
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241349506
LoopStep,NoNested,run1,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run1_NoNested.txt,2268216154,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,604174634
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1028526
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1578956
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2471670
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3764572
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5500672
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8907006
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13080886
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19245918
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28787114
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43365248
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65198910
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,97894620
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,145179900
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,242034188
LoopStep,NoNested,run2,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run2_NoNested.txt,2267637802,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,602914286
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,975492
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1602742
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2441394
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3786372
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5489470
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8860220
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13099938
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,19169674
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,28847274
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,43333632
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65086804
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,97742522
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,144607936
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241635998
LoopStep,NoNested,run3,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run3_NoNested.txt,2274378734,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,605544570
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1009508
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1579232
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2440774
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3779764
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5533116
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8860978
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench7,126,InnerLoopStepBenchmark.bench7(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,13162718
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench8,128,InnerLoopStepBenchmark.bench8(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,22229766
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench9,130,InnerLoopStepBenchmark.bench9(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,29973672
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench10,132,InnerLoopStepBenchmark.bench10(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,46456068
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench11,134,InnerLoopStepBenchmark.bench11(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,65615636
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench12,136,InnerLoopStepBenchmark.bench12(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,98025968
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench13,140,InnerLoopStepBenchmark.bench13()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,144632506
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench14,143,InnerLoopStepBenchmark.bench14()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,241203938
LoopStep,NoNested,run4,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run4_NoNested.txt,2330679942,bench15,147,InnerLoopStepBenchmark.bench15()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,605645494
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench1,113,InnerLoopStepBenchmark.bench1(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,990934
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench2,115,InnerLoopStepBenchmark.bench2(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,1578994
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench3,117,InnerLoopStepBenchmark.bench3(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,2463470
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench4,119,InnerLoopStepBenchmark.bench4(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,3768880
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench5,123,InnerLoopStepBenchmark.bench5()-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,5529048
LoopStep,NoNested,run5,/home/hb478/repos/BuboExperiments/BuboLoopStepOeverhead/Data/run5_NoNested.txt,2263820598,bench6,124,InnerLoopStepBenchmark.bench6(),"2:-1,3:-1,4:-1,0:-1,1:0,5:0,6:0",0,8864322
