CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboExclusiveCyclesSlowdown,AsyncSamplesBaseline,AsyncSamplesSlowdown,BuboPercentChange,AsyncPercentChange,BuboSlowdownSharePercent,AsyncSlowdownSharePercent,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
171,0,"cd.CollisionDetector.putIntoMap(RedBlackTree,",7275655464,13335150194,28325,120655,83.28451999936539,325.9664607237423,54.671766852678616,52.91352188156458,332448,532348,60.129704495139094
180,4,cd.CollisionDetector.reduceCollisionSet(Vector)-Re-Comp,3436733580,5344462494,55699,71020,55.5099448238289,27.506777500493722,21.91135481596011,31.14598088789289,332448,532348,60.129704495139094
174,3,cd.RedBlackTree.forEach(ForEachInterface)-Re-Comp,3260367158,5711679128,28181,36348,75.1851509724967,28.98051878925517,23.416878331361275,15.940497230542533,332448,532348,60.129704495139094
