CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboExclusiveCyclesSlowdown,AsyncSamplesBaseline,AsyncSamplesSlowdown,BuboPercentChange,AsyncPercentChange,BuboSlowdownSharePercent,AsyncSlowdownSharePercent,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
140,2,Mandelbrot.mandelbrot(int)-Re-Comp,407883553310,811265691958,9454802,3799803,98.89639711494354,-59.81086647821922,94.52713667931584,75.09449056517265,287158,518346,80.50898808321551
140,1,Mandelbrot.mandelbrot(int)-Re-Comp,66504370034,45961589268,1261856,1238015,-30.88936975945733,-1.8893598001673724,5.355357035065817,24.46655938137904,287158,518346,80.50898808321551
