Benchmark,Index,Activation Count
Mandelbrot,java.util.Objects.requireNonNull(Object),8910
Mandelbrot,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31908
Mandelbrot,java.lang.module.ModuleDescriptor.uses(),68
Mandelbrot,java.util.ImmutableCollections$SetN$SetNIterator.next(),209262
Mandelbrot,java.util.HashMap.hash(Object),20110
Mandelbrot,java.lang.module.ModuleDescriptor$Exports.isQualified(),12967
Mandelbrot,java.lang.module.ModuleDescriptor$Provides.service(),146
Mandelbrot,java.lang.Byte.toUnsignedInt(byte),25774
Mandelbrot,"java.util.HashMap.putVal(int,",56161
Mandelbrot,"java.util.HashMap$Node.<init>(int,",340
Mandelbrot,java.lang.String.equals(Object),6928
Mandelbrot,java.util.KeyValueHolder.getKey(),130
Mandelbrot,java.util.KeyValueHolder.getValue(),58
Mandelbrot,java.lang.module.ModuleDescriptor.packages(),296
Mandelbrot,java.lang.module.ResolvedModule.reference(),560
Mandelbrot,java.lang.module.ModuleDescriptor$Version.toString(),60
Mandelbrot,java.lang.AbstractStringBuilder.length(),738
Mandelbrot,"java.util.HashMap.newNode(int,",8370
Mandelbrot,java.util.HashMap.afterNodeInsertion(boolean),1674
Mandelbrot,java.util.HashMap.resize(),12116
Mandelbrot,java.lang.module.ResolvedModule.configuration(),94
Mandelbrot,java.lang.module.ModuleDescriptor.isOpen(),30
Mandelbrot,java.util.HashMap.size(),28
Mandelbrot,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
Mandelbrot,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
Mandelbrot,java.lang.invoke.MethodType.ptypes(),162
Mandelbrot,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),26
Mandelbrot,java.lang.AbstractStringBuilder.getValue(),228
Mandelbrot,"java.lang.StringLatin1.equals(byte[],",4918
Mandelbrot,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
Mandelbrot,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
Mandelbrot,Mandelbrot.mandelbrot(int),248465468
Mandelbrot,Mandelbrot.mandelbrot(int)-Re-Comp,248856082
Mandelbrot,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
Mandelbrot,java.lang.String.value(),644
Mandelbrot,java.lang.String.coder(),12658
Mandelbrot,jdk.internal.classfile.impl.BufWriterImpl.size(),364
Mandelbrot,jdk.internal.util.WeakReferenceKey.hashCode(),52
Mandelbrot,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
Mandelbrot,Mandelbrot.mandelbrot(int)-Re-Comp,246298776
Mandelbrot,Mandelbrot.mandelbrot(int)-Re-Comp,122564713754
Mandelbrot,java.nio.Buffer.position(),3788
Mandelbrot,java.nio.Buffer.limit(),2780
Mandelbrot,java.nio.Buffer.capacity(),752
Mandelbrot,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Mandelbrot,java.lang.String.length(),22620
Mandelbrot,"java.lang.StringLatin1.inflate(byte[],",12629
Mandelbrot,"java.lang.StringCoding.implEncodeAsciiArray(char[],",98
Mandelbrot,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",16592
Mandelbrot,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
Mandelbrot,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
Mandelbrot,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
Mandelbrot,java.util.ArrayList.size(),122
Mandelbrot,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
Mandelbrot,java.lang.invoke.MethodTypeForm.erasedType(),22
NBody,Stub<new_instance_or_null(KlassPointer)Object>,11368
NBody,Stub<write_barrier_pre-stack-only(Object)void>,4096
NBody,java.lang.Enum.ordinal(),1806
NBody,java.lang.Class.isPrimitive(),4074
NBody,jdk.internal.util.StrongReferenceKey.get(),1272
NBody,java.lang.Class.getClassLoader(),720
NBody,java.lang.invoke.MethodType.returnType(),982
NBody,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
NBody,java.lang.invoke.MemberName.getDeclaringClass(),642
NBody,java.lang.invoke.MethodType.form(),250
NBody,java.util.stream.FindOps$FindSink.cancellationRequested(),396
NBody,java.lang.Object.<init>(),17685
NBody,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
NBody,java.lang.String.hashCode(),39625
NBody,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
NBody,java.lang.module.ModuleDescriptor$Requires.name(),702
NBody,java.lang.module.ModuleDescriptor.requires(),152
NBody,java.lang.module.ModuleDescriptor.isAutomatic(),1196
NBody,java.util.HashMap$Node.getKey(),904
NBody,java.util.HashMap$Node.getValue(),902
NBody,java.util.ImmutableCollections$Set12.isEmpty(),2101
NBody,java.lang.module.ModuleDescriptor$Exports.source(),10990
NBody,java.lang.module.ModuleDescriptor$Exports.targets(),8954
NBody,java.lang.module.ModuleDescriptor.provides(),300
NBody,java.lang.module.ModuleDescriptor.exports(),390
NBody,java.util.Objects.requireNonNull(Object),8960
NBody,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31896
NBody,java.lang.module.ModuleDescriptor.uses(),68
NBody,java.util.ImmutableCollections$SetN$SetNIterator.next(),210018
NBody,java.util.HashMap.hash(Object),20110
NBody,java.lang.module.ModuleDescriptor$Exports.isQualified(),12947
NBody,java.lang.module.ModuleDescriptor$Provides.service(),146
NBody,java.lang.Byte.toUnsignedInt(byte),26384
NBody,"java.util.HashMap.putVal(int,",56272
NBody,"java.util.HashMap$Node.<init>(int,",355
NBody,java.lang.String.equals(Object),6904
NBody,java.util.KeyValueHolder.getKey(),130
NBody,java.util.KeyValueHolder.getValue(),58
NBody,java.lang.module.ModuleDescriptor.packages(),296
NBody,java.lang.module.ResolvedModule.reference(),560
NBody,java.lang.module.ModuleDescriptor$Version.toString(),60
NBody,java.lang.AbstractStringBuilder.length(),762
NBody,"java.util.HashMap.newNode(int,",8370
NBody,java.util.HashMap.afterNodeInsertion(boolean),1674
NBody,java.util.HashMap.resize(),11251
NBody,java.lang.module.ResolvedModule.configuration(),94
NBody,java.lang.module.ModuleDescriptor.isOpen(),30
NBody,java.util.HashMap.size(),28
NBody,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
NBody,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
NBody,java.lang.invoke.MethodType.ptypes(),162
NBody,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),29
NBody,java.lang.AbstractStringBuilder.getValue(),240
NBody,"java.lang.StringLatin1.equals(byte[],",5961
NBody,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
NBody,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
NBody,nbody.Body.getMass(),98304
NBody,nbody.Body.getVX(),40804
NBody,nbody.Body.getVY(),40804
NBody,nbody.Body.getVZ(),40804
NBody,nbody.Body.getX(),40824
NBody,nbody.Body.getY(),40824
NBody,nbody.Body.getZ(),40824
NBody,nbody.Body.setVX(double),32544
NBody,nbody.Body.setVY(double),32544
NBody,nbody.Body.setVZ(double),32544
NBody,nbody.Body.setX(double),7944
NBody,nbody.Body.setY(double),7944
NBody,nbody.Body.setZ(double),7944
NBody,nbody.NBodySystem.advance(double),21047020
NBody,NBody.innerBenchmarkLoop(int),748995175
NBody,NBody.innerBenchmarkLoop(int)-Re-Comp,637200031
NBody,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
NBody,java.lang.String.value(),650
NBody,java.lang.String.coder(),12840
NBody,jdk.internal.classfile.impl.BufWriterImpl.size(),364
NBody,jdk.internal.util.WeakReferenceKey.hashCode(),52
NBody,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
NBody,NBody.innerBenchmarkLoop(int)-Re-Comp,709599659
NBody,NBody.innerBenchmarkLoop(int)-Re-Comp,316688520274
NBody,java.nio.Buffer.position(),3788
NBody,java.nio.Buffer.limit(),2780
NBody,java.nio.Buffer.capacity(),752
NBody,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
NBody,java.lang.String.length(),23220
NBody,"java.lang.StringLatin1.inflate(byte[],",18247
NBody,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
NBody,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
NBody,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
NBody,java.util.ArrayList.size(),126
NBody,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
NBody,java.lang.invoke.MethodTypeForm.erasedType(),22
NBody,"java.lang.StringCoding.implEncodeAsciiArray(char[],",290
NBody,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",240
Permute,Stub<new_instance_or_null(KlassPointer)Object>,11368
Permute,Stub<write_barrier_pre-stack-only(Object)void>,4096
Permute,java.lang.Enum.ordinal(),1806
Permute,java.lang.Class.isPrimitive(),4058
Permute,jdk.internal.util.StrongReferenceKey.get(),1272
Permute,java.lang.Class.getClassLoader(),720
Permute,java.lang.invoke.MethodType.returnType(),982
Permute,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
Permute,java.lang.invoke.MemberName.getDeclaringClass(),642
Permute,java.lang.invoke.MethodType.form(),250
Permute,java.util.stream.FindOps$FindSink.cancellationRequested(),398
Permute,java.lang.Object.<init>(),24291
Permute,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Permute,java.lang.String.hashCode(),39316
Permute,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Permute,java.lang.module.ModuleDescriptor$Requires.name(),702
Permute,java.lang.module.ModuleDescriptor.requires(),152
Permute,java.lang.module.ModuleDescriptor.isAutomatic(),1196
Permute,java.util.HashMap$Node.getKey(),904
Permute,java.util.HashMap$Node.getValue(),902
Permute,java.util.ImmutableCollections$Set12.isEmpty(),2101
Permute,java.lang.module.ModuleDescriptor$Exports.source(),10990
Permute,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Permute,java.lang.module.ModuleDescriptor.provides(),300
Permute,java.lang.module.ModuleDescriptor.exports(),390
Permute,java.util.Objects.requireNonNull(Object),8910
Permute,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31899
Permute,java.lang.module.ModuleDescriptor.uses(),68
Permute,java.util.ImmutableCollections$SetN$SetNIterator.next(),206718
Permute,java.util.HashMap.hash(Object),20120
Permute,java.lang.module.ModuleDescriptor$Exports.isQualified(),12952
Permute,java.lang.module.ModuleDescriptor$Provides.service(),146
Permute,java.lang.Byte.toUnsignedInt(byte),25768
Permute,"java.util.HashMap.putVal(int,",56170
Permute,"java.util.HashMap$Node.<init>(int,",340
Permute,java.lang.String.equals(Object),6920
Permute,java.util.KeyValueHolder.getKey(),130
Permute,java.util.KeyValueHolder.getValue(),58
Permute,java.lang.module.ModuleDescriptor.packages(),296
Permute,java.lang.module.ResolvedModule.reference(),560
Permute,java.lang.module.ModuleDescriptor$Version.toString(),60
Permute,java.lang.AbstractStringBuilder.length(),738
Permute,"java.util.HashMap.newNode(int,",8370
Permute,java.util.HashMap.afterNodeInsertion(boolean),1674
Permute,java.util.HashMap.resize(),14225
Permute,java.lang.module.ResolvedModule.configuration(),94
Permute,java.lang.module.ModuleDescriptor.isOpen(),30
Permute,java.util.HashMap.size(),28
Permute,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
Permute,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
Permute,java.lang.invoke.MethodType.ptypes(),162
Permute,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),26
Permute,java.lang.AbstractStringBuilder.getValue(),228
Permute,"java.lang.StringLatin1.equals(byte[],",4903
Permute,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
Permute,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
Permute,"Permute.swap(int,",13464
Permute,Permute.permute(int),202824909099
Permute,java.lang.Integer.intValue(),13392
Permute,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
Permute,java.lang.String.value(),644
Permute,java.lang.String.coder(),12658
Permute,jdk.internal.classfile.impl.BufWriterImpl.size(),364
Permute,jdk.internal.util.WeakReferenceKey.hashCode(),84
Permute,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
Permute,java.lang.Integer.valueOf(int),539
Permute,Permute.benchmark(),191746
Permute,Permute.verifyResult(Object),41088
Permute,Benchmark.innerBenchmarkLoop(int),5204
Permute,Benchmark.innerBenchmarkLoop(int)-Re-Comp,17291482
Permute,java.nio.Buffer.position(),3788
Permute,java.nio.Buffer.limit(),2780
Permute,java.nio.Buffer.capacity(),752
Permute,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Permute,java.lang.String.length(),22620
Permute,"java.lang.StringLatin1.inflate(byte[],",16021
Permute,"java.lang.StringCoding.implEncodeAsciiArray(char[],",194
Permute,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",4184
Permute,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
Permute,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
Permute,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
Permute,java.util.ArrayList.size(),122
Permute,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
Permute,java.lang.invoke.MethodTypeForm.erasedType(),22
Queens,Stub<new_instance_or_null(KlassPointer)Object>,11368
Queens,Stub<write_barrier_pre-stack-only(Object)void>,4096
Queens,java.lang.Enum.ordinal(),1806
Queens,java.lang.Class.isPrimitive(),4058
Queens,jdk.internal.util.StrongReferenceKey.get(),1272
Queens,java.lang.Class.getClassLoader(),720
Queens,java.lang.invoke.MethodType.returnType(),982
Queens,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
Queens,java.lang.invoke.MemberName.getDeclaringClass(),642
Queens,java.lang.invoke.MethodType.form(),250
Queens,java.util.stream.FindOps$FindSink.cancellationRequested(),404
Queens,java.lang.Object.<init>(),17590
Queens,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Queens,java.lang.String.hashCode(),39367
Queens,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Queens,java.lang.module.ModuleDescriptor$Requires.name(),702
Queens,java.lang.module.ModuleDescriptor.requires(),152
Queens,java.lang.module.ModuleDescriptor.isAutomatic(),1196
Queens,java.util.HashMap$Node.getKey(),904
Queens,java.util.HashMap$Node.getValue(),902
Queens,java.util.ImmutableCollections$Set12.isEmpty(),2104
Queens,java.lang.module.ModuleDescriptor$Exports.source(),10990
Queens,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Queens,java.lang.module.ModuleDescriptor.provides(),300
Queens,java.lang.module.ModuleDescriptor.exports(),390
Queens,java.util.Objects.requireNonNull(Object),8910
Queens,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31908
Queens,java.lang.module.ModuleDescriptor.uses(),68
Queens,java.util.ImmutableCollections$SetN$SetNIterator.next(),209497
Queens,java.util.HashMap.hash(Object),20115
Queens,java.lang.module.ModuleDescriptor$Exports.isQualified(),12967
Queens,java.lang.module.ModuleDescriptor$Provides.service(),146
Queens,java.lang.Byte.toUnsignedInt(byte),25868
Queens,"java.util.HashMap.putVal(int,",56197
Queens,"java.util.HashMap$Node.<init>(int,",340
Queens,java.lang.String.equals(Object),6908
Queens,java.util.KeyValueHolder.getKey(),130
Queens,java.util.KeyValueHolder.getValue(),58
Queens,java.lang.module.ModuleDescriptor.packages(),296
Queens,java.lang.module.ResolvedModule.reference(),560
Queens,java.lang.module.ModuleDescriptor$Version.toString(),60
Queens,java.lang.AbstractStringBuilder.length(),738
Queens,"java.util.HashMap.newNode(int,",8370
Queens,java.util.HashMap.afterNodeInsertion(boolean),1674
Queens,java.util.HashMap.resize(),11442
Queens,java.lang.module.ResolvedModule.configuration(),94
Queens,java.lang.module.ModuleDescriptor.isOpen(),30
Queens,java.util.HashMap.size(),28
Queens,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
Queens,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
Queens,java.lang.invoke.MethodType.ptypes(),162
Queens,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),26
Queens,java.lang.AbstractStringBuilder.getValue(),228
Queens,"java.lang.StringLatin1.equals(byte[],",5002
Queens,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
Queens,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
Queens,"Queens.getRowColumn(int,",34032
Queens,Queens.placeQueen(int),188124897531
Queens,"java.util.Arrays.fill(boolean[],",928944
Queens,java.lang.Boolean.booleanValue(),13312
Queens,"java.util.Arrays.fill(int[],",157680
Queens,Queens.queens(),121132
Queens,Queens.benchmark(),554727162
Queens,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
Queens,java.lang.String.value(),644
Queens,java.lang.String.coder(),12658
Queens,jdk.internal.classfile.impl.BufWriterImpl.size(),364
Queens,jdk.internal.util.WeakReferenceKey.hashCode(),84
Queens,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
Queens,Queens.verifyResult(Object),27392
Queens,Benchmark.innerBenchmarkLoop(int),27123
Queens,Benchmark.innerBenchmarkLoop(int)-Re-Comp,14850990
Queens,java.nio.Buffer.position(),3788
Queens,java.nio.Buffer.limit(),2780
Queens,java.nio.Buffer.capacity(),752
Queens,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Queens,java.lang.String.length(),22640
Queens,"java.lang.StringLatin1.inflate(byte[],",18247
Queens,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
Queens,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
Queens,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
Queens,java.util.ArrayList.size(),122
Queens,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
Queens,java.lang.invoke.MethodTypeForm.erasedType(),22
Queens,"java.lang.StringCoding.implEncodeAsciiArray(char[],",290
Queens,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",240
Richards,Stub<new_instance_or_null(KlassPointer)Object>,11368
Richards,Stub<write_barrier_pre-stack-only(Object)void>,4096
Richards,java.lang.Enum.ordinal(),1806
Richards,java.lang.Class.isPrimitive(),4170
Richards,jdk.internal.util.StrongReferenceKey.get(),1272
Richards,java.lang.Class.getClassLoader(),720
Richards,java.lang.invoke.MethodType.returnType(),982
Richards,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
Richards,java.lang.invoke.MemberName.getDeclaringClass(),642
Richards,java.lang.invoke.MethodType.form(),250
Richards,java.util.stream.FindOps$FindSink.cancellationRequested(),386
Richards,java.lang.Object.<init>(),31622
Richards,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Richards,java.lang.String.hashCode(),40762
Richards,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Richards,java.lang.module.ModuleDescriptor$Requires.name(),702
Richards,java.lang.module.ModuleDescriptor.requires(),152
Richards,java.lang.module.ModuleDescriptor.isAutomatic(),1196
Richards,java.util.HashMap$Node.getKey(),904
Richards,java.util.HashMap$Node.getValue(),902
Richards,java.util.ImmutableCollections$Set12.isEmpty(),2096
Richards,java.lang.module.ModuleDescriptor$Exports.source(),10990
Richards,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Richards,java.lang.module.ModuleDescriptor.provides(),300
Richards,java.lang.module.ModuleDescriptor.exports(),390
Richards,java.util.Objects.requireNonNull(Object),9128
Richards,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31887
Richards,java.lang.module.ModuleDescriptor.uses(),68
Richards,java.util.ImmutableCollections$SetN$SetNIterator.next(),236661
Richards,java.util.HashMap.hash(Object),20115
Richards,java.lang.module.ModuleDescriptor$Exports.isQualified(),12922
Richards,java.lang.module.ModuleDescriptor$Provides.service(),146
Richards,java.lang.Byte.toUnsignedInt(byte),27326
Richards,"java.util.HashMap.putVal(int,",56209
Richards,"java.util.HashMap$Node.<init>(int,",355
Richards,java.lang.String.equals(Object),6910
Richards,java.util.KeyValueHolder.getKey(),130
Richards,java.util.KeyValueHolder.getValue(),58
Richards,java.lang.module.ModuleDescriptor.packages(),296
Richards,java.lang.module.ResolvedModule.reference(),560
Richards,java.lang.module.ModuleDescriptor$Version.toString(),60
Richards,java.lang.AbstractStringBuilder.length(),906
Richards,"java.util.HashMap.newNode(int,",8370
Richards,java.util.HashMap.afterNodeInsertion(boolean),1674
Richards,java.util.HashMap.resize(),11572
Richards,java.lang.module.ResolvedModule.configuration(),94
Richards,java.lang.module.ModuleDescriptor.isOpen(),30
Richards,java.util.HashMap.size(),28
Richards,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
Richards,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
Richards,java.lang.invoke.MethodType.ptypes(),162
Richards,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),41
Richards,java.lang.AbstractStringBuilder.getValue(),312
Richards,"java.lang.StringLatin1.equals(byte[],",12109
Richards,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
Richards,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
Richards,java.util.zip.Inflater$InflaterZStreamRef.address(),100
Richards,java.lang.String.coder(),13920
Richards,richards.TaskControlBlock.getIdentity(),43718
Richards,richards.Packet.setLink(Packet),30948
Richards,richards.TaskControlBlock.getLink(),41020
Richards,richards.Packet.getLink(),17476
Richards,richards.TaskControlBlock.getPriority(),35538
Richards,richards.WorkerTaskDataRecord.getCount(),55040
Richards,richards.Packet.setIdentity(int),17920
Richards,richards.TaskState.setTaskWaiting(boolean),26880
Richards,richards.HandlerTaskDataRecord.workIn(),13312
Richards,richards.Packet.getIdentity(),13312
Richards,richards.Packet.setDatum(int),15200
Richards,richards.Packet.getDatum(),11558
Richards,richards.Packet.getData(),23600
Richards,richards.TaskState.setTaskHolding(boolean),40450
Richards,richards.IdleTaskDataRecord.getCount(),47362
Richards,richards.IdleTaskDataRecord.getControl(),47360
Richards,richards.DeviceTaskDataRecord.setPending(Packet),8790
Richards,richards.DeviceTaskDataRecord.getPending(),8788
Richards,richards.HandlerTaskDataRecord.deviceIn(),10202
Richards,richards.TaskState.setPacketPending(boolean),21970
Richards,richards.Packet.getKind(),6532
Richards,richards.WorkerTaskDataRecord.setCount(int),18884
Richards,richards.IdleTaskDataRecord.setCount(int),23552
Richards,richards.IdleTaskDataRecord.setControl(int),23552
Richards,richards.HandlerTaskDataRecord.deviceIn(Packet),5168
Richards,richards.WorkerTaskDataRecord.getDestination(),8960
Richards,richards.WorkerTaskDataRecord.setDestination(int),4352
Richards,richards.HandlerTaskDataRecord.workIn(Packet),1100
Richards,richards.TaskState.isTaskHoldingOrWaiting(),89731
Richards,richards.TaskControlBlock.runTask(),209785
Richards,richards.Scheduler.schedule(),1684217
Richards,richards.Scheduler.schedule()-Re-Comp,2083828
Richards,richards.Scheduler.findTask(int),47488
Richards,"richards.Scheduler$DeviceProcessFunction.apply(Packet,",22771289200
Richards,"richards.Scheduler$HandlerProcessFunction.apply(Packet,",40610462970
Richards,richards.Scheduler.markWaiting(),4700
Richards,richards.Scheduler.queuePacket(Packet),23420
Richards,"richards.Scheduler$IdleProcessFunction.apply(Packet,",72357
Richards,richards.Scheduler.release(int),56320
Richards,"richards.Scheduler$WorkerProcessFunction.apply(Packet,",7231406798
Richards,"richards.Scheduler$IdleProcessFunction.apply(Packet,-Re-Comp",11248759843
Richards,richards.Scheduler.schedule()-Re-Comp,1669638
Richards,richards.Scheduler.schedule()-Re-Comp,97507449202
Richards,richards.TaskState.isPacketPending(),13312
Richards,richards.TaskState.isTaskWaiting(),13312
Richards,richards.TaskState.isTaskHolding(),13312
Richards,"jdk.internal.util.Preconditions.checkIndex(int,",444
Richards,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
Richards,java.lang.String.value(),674
Richards,jdk.internal.classfile.impl.BufWriterImpl.size(),364
Richards,jdk.internal.util.WeakReferenceKey.hashCode(),84
Richards,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
Richards,java.util.ArrayList.size(),150
Richards,java.lang.Boolean.booleanValue(),13312
Richards,richards.RBObject.<init>(),40704
Richards,richards.TaskState.<init>(),20352
Richards,"richards.Scheduler.createPacket(Packet,",427402
Richards,richards.ProcessFunction.<init>(),20352
Richards,"richards.Scheduler.createTask(int,",305280
Richards,"java.util.Arrays.fill(Object[],",151420
Richards,richards.TaskState.createWaitingWithPacket(),67842
Richards,java.nio.Buffer.position(),3788
Richards,"richards.Scheduler.createHandler(int,",156032
Richards,richards.TaskState.createWaiting(),33920
Richards,"richards.Scheduler.createDevice(int,",156034
Richards,java.nio.Buffer.limit(),2780
Richards,richards.Scheduler.holdSelf(),272862
Richards,richards.TaskState.running(),6112
Richards,java.lang.Boolean.valueOf(boolean),3
Richards,Richards.benchmark(),150658
Richards,richards.Scheduler.start(),6784922
Richards,Richards.verifyResult(Object),27392
Richards,java.lang.String.length(),26710
Richards,java.nio.Buffer.capacity(),752
Richards,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Richards,Benchmark.innerBenchmarkLoop(int),265
Richards,Benchmark.innerBenchmarkLoop(int)-Re-Comp,385270
Richards,"java.lang.StringLatin1.inflate(byte[],",13809
Richards,"java.lang.StringCoding.implEncodeAsciiArray(char[],",338
Richards,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",8144
Richards,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
Richards,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
Richards,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
Richards,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",169
Richards,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",7948
Richards,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
Richards,java.lang.invoke.MethodTypeForm.erasedType(),22
Sieve,Stub<new_instance_or_null(KlassPointer)Object>,11368
Sieve,Stub<write_barrier_pre-stack-only(Object)void>,4096
Sieve,java.lang.Enum.ordinal(),1806
Sieve,java.lang.Class.isPrimitive(),4058
Sieve,jdk.internal.util.StrongReferenceKey.get(),1272
Sieve,java.lang.Class.getClassLoader(),720
Sieve,java.lang.invoke.MethodType.returnType(),982
Sieve,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
Sieve,java.lang.invoke.MemberName.getDeclaringClass(),642
Sieve,java.lang.invoke.MethodType.form(),250
Sieve,java.util.stream.FindOps$FindSink.cancellationRequested(),394
Sieve,java.lang.Object.<init>(),24294
Sieve,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Sieve,java.lang.String.hashCode(),39340
Sieve,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Sieve,java.lang.module.ModuleDescriptor$Requires.name(),702
Sieve,java.lang.module.ModuleDescriptor.requires(),152
Sieve,java.lang.module.ModuleDescriptor.isAutomatic(),1196
Sieve,java.util.HashMap$Node.getKey(),904
Sieve,java.util.HashMap$Node.getValue(),902
Sieve,java.util.ImmutableCollections$Set12.isEmpty(),2097
Sieve,java.lang.module.ModuleDescriptor$Exports.source(),10990
Sieve,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Sieve,java.lang.module.ModuleDescriptor.provides(),300
Sieve,java.lang.module.ModuleDescriptor.exports(),390
Sieve,java.util.Objects.requireNonNull(Object),8910
Sieve,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31899
Sieve,java.lang.module.ModuleDescriptor.uses(),68
Sieve,java.util.ImmutableCollections$SetN$SetNIterator.next(),235606
