Benchmark,Index,Activation Count
DeltaBlue,deltablue.Planner$6.apply(AbstractConstraint)-Re-Comp,159820
DeltaBlue,deltablue.Planner$4.apply(Object),5936013147
DeltaBlue,deltablue.Planner.removePropagateFrom(Variable)-Re-Comp,2321452
DeltaBlue,deltablue.Planner.removePropagateFrom(Variable)-Re-Comp,6561640812
DeltaBlue,som.Vector$$Lambda/0x000000008f045440.apply(Object)-Re-Comp,1698712078
DeltaBlue,som.Vector.at(int),196480
DeltaBlue,deltablue.Planner.projectionTest(int)-Re-Comp,357124
DeltaBlue,deltablue.Planner.projectionTest(int)-Re-Comp,357119
DeltaBlue,java.lang.String.length(),38655
DeltaBlue,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),292
DeltaBlue,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),116
DeltaBlue,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),119
DeltaBlue,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),260
DeltaBlue,java.lang.invoke.MethodHandle.type(),36
DeltaBlue,"deltablue.EqualityConstraint.<init>(Variable,-Re-Comp",1528332
DeltaBlue,deltablue.BinaryConstraint.inputsDo(ForEachInterface)-Re-Comp,34937
DeltaBlue,deltablue.Planner.chainTest(int)-Re-Comp,4835048
DeltaBlue,deltablue.Planner.chainTest(int)-Re-Comp,3108046386
DeltaBlue,deltablue.BinaryConstraint.markUnsatisfied()-Re-Comp,9732
DeltaBlue,"deltablue.AbstractConstraint.satisfy(int,-Re-Comp",3383143222
DeltaBlue,deltablue.Planner.projectionTest(int)-Re-Comp,837116
DeltaBlue,deltablue.Planner.projectionTest(int)-Re-Comp,2689258764
DeltaBlue,"java.util.Arrays.setAll(Object[],-Re-Comp",1968768
DeltaBlue,"java.util.Arrays.setAll(Object[],-Re-Comp",565453392
DeltaBlue,deltablue.EditConstraint.isInput(),4872
DeltaBlue,"java.lang.Math.min(int,",6048
DeltaBlue,java.nio.Buffer.position(),3788
DeltaBlue,"java.util.Arrays.copyOf(Object[],",4511530
DeltaBlue,java.nio.Buffer.limit(),2780
DeltaBlue,java.nio.Buffer.capacity(),752
DeltaBlue,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
DeltaBlue,"java.lang.Math.max(int,",770
DeltaBlue,"jdk.internal.util.ArraysSupport.newLength(int,",1320
DeltaBlue,"java.util.Arrays.copyOf(Object[],-Re-Comp",12630
DeltaBlue,java.util.Vector.grow(),1115350
DeltaBlue,java.util.Vector.grow(int),502
DeltaBlue,"deltablue.Planner.change(Variable,",8617621244
DeltaBlue,"java.lang.StringLatin1.inflate(byte[],",14570
DeltaBlue,"java.lang.StringCoding.implEncodeAsciiArray(char[],",322
DeltaBlue,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",12280
DeltaBlue,java.lang.Class.getComponentType(),80
DeltaBlue,java.lang.String.isLatin1(),894
DeltaBlue,java.lang.constant.ClassDesc.isPrimitive(),44
DeltaBlue,jdk.internal.classfile.impl.AbstractPoolEntry$Utf8EntryImpl.tag(),10
DeltaBlue,java.lang.invoke.MethodHandles$Lookup.lookupClass(),14
DeltaBlue,jdk.internal.classfile.impl.AbstractDirectBuilder.setOriginal(Object),46
DeltaBlue,jdk.internal.classfile.impl.AbstractPoolEntry$NameAndTypeEntryImpl.tag(),19
DeltaBlue,java.lang.invoke.LambdaForm$BasicType.basicTypeKind(),36
DeltaBlue,jdk.internal.classfile.impl.DirectMethodBuilder.methodFlags(),20
DeltaBlue,java.lang.invoke.LambdaForm$Name.index(),28
DeltaBlue,jdk.internal.classfile.impl.UnboundAttribute.attributeMapper(),14
DeltaBlue,jdk.internal.classfile.impl.DirectMethodBuilder.methodType(),12
Havlak,Stub<new_instance_or_null(KlassPointer)Object>,11368
Havlak,Stub<write_barrier_pre-stack-only(Object)void>,4096
Havlak,Stub<OSR_migration_end(long)void>,1876
Havlak,java.lang.Class.isPrimitive(),4730
Havlak,jdk.internal.util.StrongReferenceKey.get(),1414
Havlak,java.lang.Class.getClassLoader(),880
Havlak,java.lang.invoke.MethodType.returnType(),1142
Havlak,jdk.internal.classfile.impl.AbstractPoolEntry.index(),5950
Havlak,java.lang.invoke.MemberName.getDeclaringClass(),768
Havlak,java.lang.invoke.MethodType.form(),314
Havlak,java.util.stream.FindOps$FindSink.cancellationRequested(),406
Havlak,java.lang.Object.<init>(),157382
Havlak,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Havlak,java.lang.String.hashCode(),43012
Havlak,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Havlak,java.lang.module.ModuleDescriptor$Requires.name(),702
Havlak,java.lang.module.ModuleDescriptor.requires(),152
Havlak,java.lang.module.ModuleDescriptor.isAutomatic(),1204
Havlak,java.util.HashMap$Node.getKey(),904
Havlak,java.util.HashMap$Node.getValue(),902
Havlak,java.util.ImmutableCollections$Set12.isEmpty(),2106
Havlak,java.lang.module.ModuleDescriptor$Exports.source(),10990
Havlak,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Havlak,java.lang.module.ModuleDescriptor.provides(),300
Havlak,java.lang.module.ModuleDescriptor.exports(),390
Havlak,java.util.Objects.requireNonNull(Object),10246
Havlak,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31917
Havlak,java.lang.module.ModuleDescriptor.uses(),68
Havlak,java.util.ImmutableCollections$SetN$SetNIterator.next(),240452
Havlak,java.util.HashMap.hash(Object),20125
Havlak,java.lang.module.ModuleDescriptor$Exports.isQualified(),12970
Havlak,java.lang.module.ModuleDescriptor$Provides.service(),146
Havlak,java.lang.Byte.toUnsignedInt(byte),25556
Havlak,"java.util.HashMap.putVal(int,",56206
Havlak,"java.util.HashMap$Node.<init>(int,",355
Havlak,java.lang.String.equals(Object),6934
Havlak,java.util.KeyValueHolder.getKey(),130
Havlak,java.util.KeyValueHolder.getValue(),58
Havlak,java.lang.module.ModuleDescriptor.packages(),296
Havlak,java.lang.module.ResolvedModule.reference(),560
Havlak,java.lang.module.ModuleDescriptor$Version.toString(),60
Havlak,java.lang.AbstractStringBuilder.length(),1118
Havlak,"java.util.HashMap.newNode(int,",8370
Havlak,java.util.HashMap.afterNodeInsertion(boolean),1674
Havlak,java.util.HashMap.resize(),13548
Havlak,java.lang.module.ResolvedModule.configuration(),94
Havlak,java.lang.module.ModuleDescriptor.isOpen(),38
Havlak,java.util.HashMap.size(),28
Havlak,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1624
Havlak,jdk.internal.classfile.impl.SplitConstantPool.size(),4092
Havlak,java.lang.invoke.MethodType.ptypes(),200
Havlak,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),55
Havlak,java.lang.AbstractStringBuilder.getValue(),418
Havlak,"java.lang.StringLatin1.equals(byte[],",18423
Havlak,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1408
Havlak,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2848
Havlak,java.util.zip.Inflater$InflaterZStreamRef.address(),252
Havlak,java.lang.String.coder(),15780
Havlak,java.security.ProtectionDomain.getCodeSource(),104
Havlak,"jdk.internal.util.Preconditions.checkIndex(int,",3720
Havlak,java.lang.String.value(),866
Havlak,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),738
Havlak,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",27892
Havlak,java.net.URL.getProtocol(),22
Havlak,jdk.internal.classfile.impl.BufWriterImpl.size(),508
Havlak,java.lang.Class.getModule(),6
Havlak,java.lang.Integer.intValue(),74182
Havlak,havlak.BasicBlock.customHash(),13312
Havlak,havlak.UnionFindNode.getDfsNumber(),98416
Havlak,havlak.UnionFindNode.getBb(),61804
Havlak,havlak.BasicBlock.getOutEdges(),10752
Havlak,havlak.BasicBlock.getInEdges(),13312
Havlak,havlak.UnionFindNode.getLoop(),16328
Havlak,havlak.UnionFindNode.union(UnionFindNode),13314
Havlak,havlak.SimpleLoop.setCounter(int),26884
Havlak,havlak.UnionFindNode.setLoop(SimpleLoop),13316
Havlak,havlak.ControlFlowGraph.getStartBasicBlock(),2394
Havlak,som.Vector.append(Object),2070387
Havlak,som.Vector.size(),163134
Havlak,som.Vector.<init>(int),256034
Havlak,som.Vector.at(int),137693
Havlak,som.Vector.forEach(ForEachInterface),450539227
Havlak,som.Dictionary.hash(Dictionary$CustomHash),59525
Havlak,som.Dictionary.getBucketIdx(int),47620
Havlak,havlak.ControlFlowGraph.getBasicBlocks(),1068
Havlak,som.Vector.<init>(),3613825
Havlak,java.lang.invoke.DirectMethodHandle.allocateInstance(Object),168
Havlak,java.lang.invoke.DirectMethodHandle.constructorMethod(Object),36
Havlak,"java.lang.invoke.Invokers$Holder.linkToTargetMethod(Object,",64242
Havlak,"java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial(Object,",406889
Havlak,"som.IdentityDictionary$IdEntry.match(int,",13553
Havlak,java.lang.Integer.valueOf(int),118349
Havlak,som.Vector.hasSome(TestInterface),265842
Havlak,som.Dictionary.at(Dictionary$CustomHash),152133
Havlak,som.Vector.isEmpty(),101616
Havlak,"havlak.HavlakLoopFinder.isAncestor(int,",71703
Havlak,som.Set.add(Object),13887845
Havlak,som.Set.hasSome(TestInterface),176
Havlak,"som.Dictionary.atPut(Dictionary$CustomHash,",143547
Havlak,som.Set.<init>(),112360
Havlak,havlak.HavlakLoopFinder$2.apply(Object),14539263560
Havlak,havlak.UnionFindNode.findSet(),13200
Havlak,havlak.UnionFindNode$$Lambda/0x00000000290456b0.<init>(UnionFindNode),9984
Havlak,"havlak.HavlakLoopFinder.doDFS(BasicBlock,",18266915138
Havlak,havlak.HavlakLoopFinder$4.apply(Object),9708995
Havlak,havlak.HavlakLoopFinder$4.apply(Integer),60
Havlak,havlak.UnionFindNode.<init>(),5700
Havlak,havlak.HavlakLoopFinder$1.apply(Object),15600
Havlak,havlak.HavlakLoopFinder$1.apply(BasicBlock),15
Havlak,"havlak.HavlakLoopFinder.processEdges(BasicBlock,",136105
Havlak,"havlak.HavlakLoopFinder.stepD(int,",141387
Havlak,"havlak.HavlakLoopFinder$3.<init>(HavlakLoopFinder,",19986
Havlak,havlak.HavlakLoopFinder.findLoops(),844883
Havlak,havlak.HavlakLoopFinder.findLoops()-Re-Comp,57168998
Havlak,havlak.HavlakLoopFinder$5.apply(Object),392144
Havlak,havlak.HavlakLoopFinder.identifyEdges(int),8412346672
Havlak,som.IdentitySet.<init>(),153218
Havlak,java.lang.Integer.equals(Object),279761080
Havlak,"havlak.SimpleLoop.<init>(BasicBlock,",129
Havlak,"havlak.LoopStructureGraph.createNewLoop(BasicBlock,",3419830416
Havlak,"havlak.HavlakLoopFinder.setLoopAttributes(int,",6631290724
Havlak,"havlak.HavlakLoopFinder$5.<init>(HavlakLoopFinder,",8
Havlak,havlak.LoopTesterApp.findLoops(LoopStructureGraph),5092688
Havlak,som.Vector.at(int)-Re-Comp,53436607
Havlak,havlak.ControlFlowGraph.getNumNodes(),30970
Havlak,havlak.ControlFlowGraph.createNode(int),234274
Havlak,"havlak.BasicBlockEdge.<init>(ControlFlowGraph,",258186164
Havlak,"som.IdentityDictionary.newEntry(Dictionary$CustomHash,",1156120
Havlak,havlak.HavlakLoopFinder$1.apply(Object)-Re-Comp,200964
Havlak,som.Vector.removeFirst(),51770
Havlak,som.Set.size(),25880
Havlak,"havlak.HavlakLoopFinder.stepEProcessNonBackPreds(int,",153084
Havlak,som.Set.forEach(ForEachInterface),205934
Havlak,som.Set.contains(Object),18212
Havlak,som.Set.add(Object)-Re-Comp,470446087783
Havlak,havlak.HavlakLoopFinder$4.apply(Object)-Re-Comp,2994
Havlak,havlak.HavlakLoopFinder$4.apply(Integer)-Re-Comp,30111444088
Havlak,havlak.HavlakLoopFinder.findLoops()-Re-Comp,25859
Havlak,havlak.HavlakLoopFinder.findLoops()-Re-Comp,84410209166
Havlak,som.Dictionary.transferEntries(Dictionary$Entry[]),89067
Havlak,som.Dictionary.transferEntries(Dictionary$Entry[])-Re-Comp,134953212
Havlak,java.security.CodeSource.getLocationNoFragString(),10
Havlak,havlak.SimpleLoop.isRoot(),23554
Havlak,havlak.SimpleLoop.getParent(),23550
Havlak,havlak.LoopStructureGraph$1.apply(Object),366313
Havlak,havlak.LoopStructureGraph$1.apply(SimpleLoop),4
Havlak,havlak.SimpleLoop.getNestingLevel(),26880
Havlak,havlak.SimpleLoop.setDepthLevel(int),13312
Havlak,havlak.SimpleLoop.getChildren(),13312
Havlak,"java.lang.Math.max(int,",1300
Havlak,havlak.SimpleLoop.setNestingLevel(int),155
Havlak,"havlak.LoopStructureGraph.calculateNestingLevelRec(SimpleLoop,",5489
Havlak,havlak.LoopStructureGraph$2.apply(Object),489169830
Havlak,jdk.internal.util.WeakReferenceKey.hashCode(),114
Havlak,java.util.ArrayList.size(),244
Havlak,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),308
Havlak,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),196
Havlak,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),79
Havlak,java.lang.invoke.MethodHandle.type(),34
Havlak,java.lang.String.length(),33900
Havlak,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),202
Havlak,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),77
Havlak,java.lang.invoke.MethodTypeForm.erasedType(),42
Havlak,havlak.LoopTesterApp.addDummyLoops(int),1266112
Havlak,havlak.LoopTesterApp.addDummyLoops(int)-Re-Comp,993468698
Havlak,havlak.ControlFlowGraph.createNode(int)-Re-Comp,205553875
Havlak,"havlak.LoopTesterApp.buildConnect(int,",146532
Havlak,havlak.LoopStructureGraph$1.apply(Object)-Re-Comp,213903473
Havlak,"havlak.LoopTesterApp.buildStraight(int,",325800
Havlak,"java.lang.Math.min(int,",5716
Havlak,"java.util.Arrays.copyOf(Object[],",91725515
Havlak,havlak.LoopTesterApp.buildDiamond(int),162816
Havlak,"som.Dictionary.splitBucket(Dictionary$Entry[],",8320967
Havlak,havlak.LoopTesterApp.buildBaseLoop(int),20959576
Havlak,som.Dictionary.resize(),4463526134
Havlak,java.nio.Buffer.position(),3788
Havlak,"havlak.LoopTesterApp.constructCFG(int,",1430
Havlak,"havlak.LoopTesterApp.constructCFG(int,-Re-Comp",2099330
Havlak,java.nio.Buffer.limit(),2780
Havlak,"havlak.SimpleLoop.<init>(BasicBlock,-Re-Comp",56508
Havlak,havlak.SimpleLoop.setNestingLevel(int)-Re-Comp,6448
Havlak,java.nio.Buffer.capacity(),752
Havlak,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Havlak,havlak.LoopStructureGraph.<init>(),1720032
Havlak,"havlak.LoopTesterApp.main(int,",563537874
Havlak,"havlak.LoopTesterApp.main(int,-Re-Comp",41940
Havlak,"java.lang.StringLatin1.inflate(byte[],",16012
Havlak,"java.lang.StringCoding.implEncodeAsciiArray(char[],",186
Havlak,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",4200
Havlak,java.lang.constant.ClassDesc.isPrimitive(),13
Havlak,java.lang.invoke.MethodHandles$Lookup.lookupClass(),8
Json,Stub<new_instance_or_null(KlassPointer)Object>,11368
Json,Stub<write_barrier_pre-stack-only(Object)void>,4096
Json,Stub<IntrinsicStubsGen.vectorizedHashCodeBoolean>,1806
Json,java.lang.Class.isPrimitive(),4146
Json,jdk.internal.util.StrongReferenceKey.get(),1272
Json,java.lang.Class.getClassLoader(),720
Json,java.lang.invoke.MethodType.returnType(),982
Json,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
Json,java.lang.invoke.MemberName.getDeclaringClass(),642
Json,java.lang.invoke.MethodType.form(),250
Json,java.util.stream.FindOps$FindSink.cancellationRequested(),398
Json,java.lang.Object.<init>(),51785
Json,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Json,java.lang.String.hashCode(),121951
Json,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Json,java.lang.module.ModuleDescriptor$Requires.name(),702
Json,java.lang.module.ModuleDescriptor.requires(),152
Json,java.lang.module.ModuleDescriptor.isAutomatic(),1196
Json,java.util.HashMap$Node.getKey(),904
Json,java.util.HashMap$Node.getValue(),902
Json,java.util.ImmutableCollections$Set12.isEmpty(),2101
Json,java.lang.module.ModuleDescriptor$Exports.source(),10990
Json,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Json,java.lang.module.ModuleDescriptor.provides(),300
Json,java.lang.module.ModuleDescriptor.exports(),390
Json,java.util.Objects.requireNonNull(Object),9090
Json,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31905
Json,java.lang.module.ModuleDescriptor.uses(),68
Json,java.util.ImmutableCollections$SetN$SetNIterator.next(),241101
Json,java.util.HashMap.hash(Object),20135
Json,java.lang.module.ModuleDescriptor$Exports.isQualified(),12952
Json,java.lang.module.ModuleDescriptor$Provides.service(),146
Json,java.lang.Byte.toUnsignedInt(byte),47208
Json,"java.util.HashMap.putVal(int,",56026
Json,"java.util.HashMap$Node.<init>(int,",355
Json,java.lang.String.equals(Object),6941
Json,java.util.KeyValueHolder.getKey(),130
Json,java.util.KeyValueHolder.getValue(),58
Json,java.lang.module.ModuleDescriptor.packages(),296
Json,java.lang.module.ResolvedModule.reference(),560
Json,java.lang.module.ModuleDescriptor$Version.toString(),60
Json,java.lang.AbstractStringBuilder.length(),9574
Json,"java.util.HashMap.newNode(int,",8370
Json,java.util.HashMap.afterNodeInsertion(boolean),1674
Json,java.util.HashMap.resize(),10362
Json,java.lang.module.ResolvedModule.configuration(),94
Json,java.lang.module.ModuleDescriptor.isOpen(),30
Json,java.util.HashMap.size(),28
Json,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
Json,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
Json,java.lang.invoke.MethodType.ptypes(),162
Json,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),38
Json,java.lang.AbstractStringBuilder.getValue(),4646
Json,"java.lang.StringLatin1.equals(byte[],",45982
Json,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
Json,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
Json,java.util.zip.Inflater$InflaterZStreamRef.address(),72
Json,java.lang.String.coder(),13650
Json,"jdk.internal.util.Preconditions.checkIndex(int,",13428
Json,java.lang.String.equals(Object)-Re-Comp,2400868
Json,java.lang.String.isLatin1(),6518
Json,java.lang.String.length(),94355
Json,java.lang.String.charAt(int),84000
Json,"java.lang.String.<init>(byte[],",3741
Json,java.lang.StringLatin1.canEncode(char),434
Json,java.lang.String.valueOf(char),120
Json,json.JsonPureStringParser.read(),405807
Json,java.lang.Character.toString(char),1280
Json,java.lang.AbstractStringBuilder.isLatin1(byte),4952
Json,"java.lang.AbstractStringBuilder.needsNewBuffer(byte[],",5327
Json,java.lang.StringBuilder.append(char),102201
Json,json.JsonPureStringParser.readChar(String),61263
Json,json.JsonPureStringParser.skipWhiteSpace(),954776
Json,json.JsonPureStringParser.isWhiteSpace(),2792716040
Json,"json.JsonPureStringParser.subStringFromTo(int,",242803
Json,json.JsonPureStringParser.readStringInternal(),27888160378
Json,json.JsonPureStringParser.readChar(String)-Re-Comp,1374853
Json,json.JsonPureStringParser.read()-Re-Comp,3491780051
Json,som.Vector.append(Object),257796
Json,"jdk.internal.util.ArraysSupport.hashCodeOfUnsigned(byte[],",1998847
Json,json.JsonPureStringParser.readValue(),4001242526
Json,json.JsonArray.add(JsonValue),163136
Json,json.JsonPureStringParser.readDigit(),244240
Json,json.JsonPureStringParser.isDigit(),1914747971
Json,json.JsonValue.<init>(),7445
Json,json.JsonPureStringParser.readRequiredChar(String),1709856
Json,json.JsonPureStringParser.readArray(),5894015827
Json,json.JsonPureStringParser.startCapture(),702
Json,json.JsonPureStringParser.endCapture(),2081361862
Json,json.JsonPureStringParser.readNumber(),3533391894
Json,json.JsonObject$HashIndexTable.hashSlotFor(String),67840
Json,som.Vector.size(),20352
Json,json.JsonPureStringParser.readName(),34330
Json,"json.JsonObject.add(String,",1823486176
Json,json.JsonPureStringParser.readNull(),2772362210
Json,som.Vector.<init>(),174735
Json,json.JsonPureStringParser.readObject(),4407318457
Json,json.JsonObject.isObject(),13440
Json,jdk.internal.util.WeakReferenceKey.hashCode(),84
Json,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
Json,java.lang.String.value(),668
Json,jdk.internal.classfile.impl.BufWriterImpl.size(),364
Json,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
Json,java.util.ArrayList.size(),144
Json,"jdk.internal.util.ArraysSupport.hashCodeOfUnsigned(byte[],-Re-Comp",1015534629
Json,json.JsonArray.isArray(),6656
Json,json.JsonPureStringParser.readTrue(),122855425
Json,som.Vector.at(int),33920
Json,json.JsonPureStringParser.readFalse(),16756155
Json,json.JsonObject.asObject(),13568
Json,json.JsonObject.get(String),488448
Json,"java.lang.Math.min(int,",4902
Json,java.nio.Buffer.position(),3788
Json,"java.util.Arrays.copyOf(Object[],",15307162
Json,java.nio.Buffer.limit(),2780
Json,Json.benchmark(),82176
Json,json.JsonPureStringParser.parse(),2074368
Json,Json.verifyResult(Object),684800
Json,java.nio.Buffer.capacity(),752
Json,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
Json,Benchmark.innerBenchmarkLoop(int),1125
Json,Benchmark.innerBenchmarkLoop(int)-Re-Comp,1653180
Json,"java.lang.StringLatin1.inflate(byte[],",13498
Json,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
Json,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
Json,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
Json,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
Json,java.lang.invoke.MethodTypeForm.erasedType(),22
List,Stub<new_instance_or_null(KlassPointer)Object>,11368
List,Stub<write_barrier_pre-stack-only(Object)void>,4096
List,java.lang.Enum.ordinal(),1806
List,java.lang.Class.isPrimitive(),4062
List,jdk.internal.util.StrongReferenceKey.get(),1272
List,java.lang.Class.getClassLoader(),720
List,java.lang.invoke.MethodType.returnType(),982
List,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
List,java.lang.invoke.MemberName.getDeclaringClass(),642
List,java.lang.invoke.MethodType.form(),250
List,java.util.stream.FindOps$FindSink.cancellationRequested(),398
List,java.lang.Object.<init>(),23795
List,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
List,java.lang.String.hashCode(),39356
List,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
List,java.lang.module.ModuleDescriptor$Requires.name(),702
List,java.lang.module.ModuleDescriptor.requires(),152
List,java.lang.module.ModuleDescriptor.isAutomatic(),1196
List,java.util.HashMap$Node.getKey(),904
List,java.util.HashMap$Node.getValue(),902
List,java.util.ImmutableCollections$Set12.isEmpty(),2101
List,java.lang.module.ModuleDescriptor$Exports.source(),10990
List,java.lang.module.ModuleDescriptor$Exports.targets(),8954
List,java.lang.module.ModuleDescriptor.provides(),300
List,java.lang.module.ModuleDescriptor.exports(),390
List,java.util.Objects.requireNonNull(Object),8924
List,java.util.ImmutableCollections$SetN$SetNIterator.hasNext(),31899
List,java.lang.module.ModuleDescriptor.uses(),68
List,java.util.ImmutableCollections$SetN$SetNIterator.next(),205987
List,java.util.HashMap.hash(Object),20135
List,java.lang.module.ModuleDescriptor$Exports.isQualified(),12952
List,java.lang.module.ModuleDescriptor$Provides.service(),146
List,java.lang.Byte.toUnsignedInt(byte),25966
List,"java.util.HashMap.putVal(int,",56149
List,"java.util.HashMap$Node.<init>(int,",340
List,java.lang.String.equals(Object),6916
List,java.util.KeyValueHolder.getKey(),130
List,java.util.KeyValueHolder.getValue(),58
List,java.lang.module.ModuleDescriptor.packages(),296
List,java.lang.module.ResolvedModule.reference(),560
List,java.lang.module.ModuleDescriptor$Version.toString(),60
List,java.lang.AbstractStringBuilder.length(),750
List,"java.util.HashMap.newNode(int,",8370
List,java.util.HashMap.afterNodeInsertion(boolean),1674
List,java.util.HashMap.resize(),14019
List,java.lang.module.ResolvedModule.configuration(),94
List,java.lang.module.ModuleDescriptor.isOpen(),30
List,java.util.HashMap.size(),28
List,jdk.internal.classfile.impl.AbstractPoolEntry.width(),1348
List,jdk.internal.classfile.impl.SplitConstantPool.size(),3382
List,java.lang.invoke.MethodType.ptypes(),162
List,java.util.zip.ZipCoder$UTF8ZipCoder.isUTF8(),27
List,java.lang.AbstractStringBuilder.getValue(),234
List,"java.lang.StringLatin1.equals(byte[],",5250
List,jdk.internal.classfile.impl.AbstractPoolEntry.constantPool(),1128
List,jdk.internal.classfile.impl.RawBytecodeHelper.bci(),2466
List,List$Element.getNext(),9956
List,List$Element.length(),136980405467
List,"List.tail(List$Element,",619735060037
List,List$Element.setNext(List$Element),12116
List,java.lang.Integer.intValue(),13392
List,List.makeList(int),1234950718
List,java.lang.Integer.valueOf(int),31315
List,List.benchmark(),399457280
List,List.verifyResult(Object),41088
List,jdk.internal.constant.ClassOrInterfaceDescImpl.descriptorString(),584
List,java.lang.String.value(),646
List,java.lang.String.coder(),12740
List,jdk.internal.classfile.impl.BufWriterImpl.size(),364
List,jdk.internal.util.WeakReferenceKey.hashCode(),84
List,jdk.internal.classfile.impl.AbstractDirectBuilder.constantPool(),218
List,Benchmark.innerBenchmarkLoop(int),57124
List,Benchmark.innerBenchmarkLoop(int)-Re-Comp,29821491
List,java.nio.Buffer.position(),3788
List,java.nio.Buffer.limit(),2780
List,java.nio.Buffer.capacity(),752
List,java.nio.charset.CharsetEncoder.maxBytesPerChar(),752
List,java.lang.String.length(),22870
List,"java.lang.StringLatin1.inflate(byte[],",15893
List,jdk.internal.constant.PrimitiveClassDescImpl.descriptorString(),174
List,jdk.internal.classfile.impl.AbstractPoolEntry.hashCode(),132
List,jdk.internal.constant.ClassOrInterfaceDescImpl.isClassOrInterface(),54
List,java.util.ArrayList.size(),124
List,jdk.internal.classfile.impl.AbstractPoolEntry$ClassEntryImpl.tag(),47
List,java.lang.invoke.MethodTypeForm.erasedType(),22
Mandelbrot,Stub<new_instance_or_null(KlassPointer)Object>,11368
Mandelbrot,Stub<write_barrier_pre-stack-only(Object)void>,4096
Mandelbrot,java.lang.Enum.ordinal(),1806
Mandelbrot,java.lang.Class.isPrimitive(),4058
Mandelbrot,jdk.internal.util.StrongReferenceKey.get(),1272
Mandelbrot,java.lang.Class.getClassLoader(),720
Mandelbrot,java.lang.invoke.MethodType.returnType(),982
Mandelbrot,jdk.internal.classfile.impl.AbstractPoolEntry.index(),4972
Mandelbrot,java.lang.invoke.MemberName.getDeclaringClass(),642
Mandelbrot,java.lang.invoke.MethodType.form(),250
Mandelbrot,java.util.stream.FindOps$FindSink.cancellationRequested(),404
Mandelbrot,java.lang.Object.<init>(),17584
Mandelbrot,jdk.internal.module.ModuleReferenceImpl.moduleResolution(),204
Mandelbrot,java.lang.String.hashCode(),39322
Mandelbrot,java.lang.module.ModuleDescriptor$Requires.modifiers(),384
Mandelbrot,java.lang.module.ModuleDescriptor$Requires.name(),702
Mandelbrot,java.lang.module.ModuleDescriptor.requires(),152
Mandelbrot,java.lang.module.ModuleDescriptor.isAutomatic(),1196
Mandelbrot,java.util.HashMap$Node.getKey(),904
Mandelbrot,java.util.HashMap$Node.getValue(),902
Mandelbrot,java.util.ImmutableCollections$Set12.isEmpty(),2104
Mandelbrot,java.lang.module.ModuleDescriptor$Exports.source(),10990
Mandelbrot,java.lang.module.ModuleDescriptor$Exports.targets(),8954
Mandelbrot,java.lang.module.ModuleDescriptor.provides(),300
Mandelbrot,java.lang.module.ModuleDescriptor.exports(),390
