benchmark,comp_id,comp_name,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_pct
LoopBenchmarksLFence,214,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",1,0,6743096028,5203019144,-22.839314131149727,1.4859252883244018,350153482472,82.52044538316134
LoopBenchmarksLFence,214,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",2,0,19943716060,41657920186,108.87742314758968,11.897045801716729,350153482472,82.52044538316134
LoopBenchmarksLFence,214,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",3,0,71597626,68091302,-4.897262934388355,0.019446130171058607,350153482472,82.52044538316134
LoopBenchmarksLFence,214,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",4,0,69742586,130490186,87.10259180810989,0.03726656810001444,350153482472,82.52044538316134
LoopBenchmarksLFence,214,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",5,0,81912534,172467754,110.55111541293545,0.049254901816888644,350153482472,82.52044538316134
LoopBenchmarksLFence,214,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp",6,0,71192446,148193300,108.15874201035318,0.04232238358841691,350153482472,82.52044538316134
LoopBenchmarksLFence,217,"LoopBenchmarks.monteCarloPiLoop(long,-Re-Comp",0,0,15986196826,30423433048,90.31063722748137,8.688599306000851,350153482472,82.52044538316134
LoopBenchmarksLFence,218,LoopBenchmarks.bubbleSortLoop(int[]),1,0,42829610,42794150,-0.08279318910445367,0.012221540593537302,350153482472,82.52044538316134
LoopBenchmarksLFence,218,LoopBenchmarks.bubbleSortLoop(int[]),2,0,8312,9146,10.03368623676612,2.611997440502783e-06,350153482472,82.52044538316134
LoopBenchmarksLFence,219,LoopBenchmarks.bubbleSortLoop(int[])-Re-Comp,0,0,92410364,92333030,-0.0836854186614826,0.02636930221231868,350153482472,82.52044538316134
LoopBenchmarksLFence,219,LoopBenchmarks.bubbleSortLoop(int[])-Re-Comp,1,0,17498701060,36717901156,109.83215285580745,10.486230465788998,350153482472,82.52044538316134
LoopBenchmarksLFence,220,LoopBenchmarks.main(String[])-Re-Comp,1,0,3157992,3060838,-3.076448578717109,0.0008741418130104588,350153482472,82.52044538316134
LoopBenchmarksLFence,220,LoopBenchmarks.main(String[])-Re-Comp,2,0,42,40,-4.761904761904762,1.1423561952778407e-08,350153482472,82.52044538316134
LoopBenchmarksLFence,220,LoopBenchmarks.main(String[])-Re-Comp,3,0,235526,234966,-0.23776568192046738,6.710371644491328e-05,350153482472,82.52044538316134
LoopBenchmarksLFence,220,LoopBenchmarks.main(String[])-Re-Comp,4,0,45895774,45681524,-0.46681857898289286,0.013046142987783343,350153482472,82.52044538316134
LoopBenchmarksLFence,220,LoopBenchmarks.main(String[])-Re-Comp,5,0,2700,2672,-1.037037037037037,7.630939384455975e-07,350153482472,82.52044538316134
LoopBenchmarksLFence,220,LoopBenchmarks.main(String[])-Re-Comp,6,0,258,310,20.155038759689923,8.853260513403265e-08,350153482472,82.52044538316134
LoopBenchmarksLFence,221,LoopBenchmarks.main(String[])-Re-Comp,1,0,3003430,2958462,-1.4972215100734827,0.0008449043485485178,350153482472,82.52044538316134
LoopBenchmarksLFence,221,LoopBenchmarks.main(String[])-Re-Comp,2,0,740,644,-12.972972972972974,1.8391934743973235e-07,350153482472,82.52044538316134
LoopBenchmarksLFence,221,LoopBenchmarks.main(String[])-Re-Comp,3,0,226,228,0.8849557522123894,6.511430313083691e-08,350153482472,82.52044538316134
LoopBenchmarksLFence,221,LoopBenchmarks.main(String[])-Re-Comp,4,0,100,96,-4.0,2.7416548686668178e-08,350153482472,82.52044538316134
LoopBenchmarksLFence,222,"LoopBenchmarks.blurLoop(int[][],",1,0,12868852,12861870,-0.054255033782345155,0.00367320921933955,350153482472,82.52044538316134
LoopBenchmarksLFence,222,"LoopBenchmarks.blurLoop(int[][],",2,0,510,312,-38.82352941176471,8.910378323167158e-08,350153482472,82.52044538316134
LoopBenchmarksLFence,222,"LoopBenchmarks.blurLoop(int[][],",3,0,78,22,-71.7948717948718,6.2829590740281245e-09,350153482472,82.52044538316134
LoopBenchmarksLFence,222,"LoopBenchmarks.blurLoop(int[][],",4,0,3320,2516,-24.216867469879517,7.185420468297618e-07,350153482472,82.52044538316134
LoopBenchmarksLFence,222,"LoopBenchmarks.blurLoop(int[][],",5,0,80,94,17.5,2.6845370589029258e-08,350153482472,82.52044538316134
LoopBenchmarksLFence,223,"LoopBenchmarks.blurLoop(int[][],-Re-Comp",0,0,150815546,141324076,-6.29342945852545,0.0403606084401291,350153482472,82.52044538316134
LoopBenchmarksLFence,223,"LoopBenchmarks.blurLoop(int[][],-Re-Comp",1,0,27863270,24619250,-11.642639216430807,0.007030988190148495,350153482472,82.52044538316134
LoopBenchmarksLFence,223,"LoopBenchmarks.blurLoop(int[][],-Re-Comp",2,0,5562447572,9866189368,77.37136827435431,2.817675637079791,350153482472,82.52044538316134
LoopBenchmarksLFence,223,"LoopBenchmarks.blurLoop(int[][],-Re-Comp",3,0,22365844,21568610,-3.5645156069227704,0.006159758814257897,350153482472,82.52044538316134
LoopBenchmarksLFence,229,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp",0,0,294684,224844,-23.69996335057214,6.421298409276271e-05,350153482472,82.52044538316134
LoopBenchmarksLFence,229,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp",1,0,8169634170,15374617700,88.19224190549036,4.390822444905837,350153482472,82.52044538316134
LoopBenchmarksLFence,229,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp",2,0,552362,468730,-15.140795347978319,0.00013386415485314558,350153482472,82.52044538316134
LoopBenchmarksLFence,229,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp",3,0,1281604,1247696,-2.6457470482301866,0.00035632831385584517,350153482472,82.52044538316134
LoopBenchmarksLFence,232,"LoopBenchmarks.raySphereLoop(double[],-Re-Comp",0,0,8439561018,15493247560,83.57883220413727,4.424701833784822,350153482472,82.52044538316134
