CompId,Method,LoopId,BaselineCycles,SlowdownCycles,PercentChangeCycles,BaselineSharePercent
159,Benchmark.innerBenchmarkLoop(int)-Re-Comp,0,421670635482,749299596304,77.69783647549858,40.60783848478841
159,Benchmark.innerBenchmarkLoop(int)-Re-Comp,2,389964642160,687440660464,76.28281801557473,37.55447942328337
159,Benchmark.innerBenchmarkLoop(int)-Re-Comp,3,196668726196,394506154268,100.59424896810248,18.939644348834808
159,Benchmark.innerBenchmarkLoop(int)-Re-Comp,4,25185307798,52626166660,108.95582091785718,2.4254022575743797
145,Sieve.benchmark(),1,1072757142,1069482562,-0.3052489582026945,0.1033089456322808
158,Benchmark.innerBenchmarkLoop(int),0,796832362,799785828,0.37065085968483796,0.07673676356088048
158,Benchmark.innerBenchmarkLoop(int),5,731767770,734355744,0.3536605609181175,0.07047089579421821
145,Sieve.benchmark(),2,525829200,524238658,-0.30248263124223607,0.05063854446439631
140,"Sieve.sieve(boolean[],-Re-Comp",0,504691254,502883218,-0.35824595446625274,0.048602912326799134
158,Benchmark.innerBenchmarkLoop(int),6,364623894,364475394,-0.04072689761796028,0.035114107906332175
159,Benchmark.innerBenchmarkLoop(int)-Re-Comp,1,294609340,297465432,0.9694505951508529,0.028371547573273693
140,"Sieve.sieve(boolean[],-Re-Comp",1,249357762,249250706,-0.04293269202504312,0.0240137179878549
159,Benchmark.innerBenchmarkLoop(int)-Re-Comp,5,212038908,275910198,30.122438661115915,0.02041982771390413
145,Sieve.benchmark(),3,69223440,69202422,-0.03036254771505143,0.006666374260726619
158,Benchmark.innerBenchmarkLoop(int),9,48223270,48226222,0.006121525976981653,0.004644010264385447
142,"java.util.Arrays.fill(boolean[],-Re-Comp",1,34695504,34696958,0.0041907447143583795,0.0033412557195732755
145,Sieve.benchmark(),0,774206,784488,1.3280703068692312,7.455779358697159e-05
158,Benchmark.innerBenchmarkLoop(int),4,447260,452754,1.2283682869024728,4.3072152320840854e-05
142,"java.util.Arrays.fill(boolean[],-Re-Comp",0,378768,383378,1.2171038736112871,3.647621739091412e-05
145,Sieve.benchmark(),4,374940,526166,40.33338667520137,3.610757230956506e-05
158,Benchmark.innerBenchmarkLoop(int),10,361544,249318,-31.04075852455026,3.481750712937908e-05
52,java.util.ImmutableCollections$SetN$SetNIterator.next(),0,238174,246370,3.441181657107829,2.2936696344103986e-05
142,"java.util.Arrays.fill(boolean[],-Re-Comp",2,178000,176262,-0.9764044943820225,1.7141803678195395e-05
158,Benchmark.innerBenchmarkLoop(int),2,91896,92064,0.18281535648994515,8.849793206805866e-06
139,"Sieve.sieve(boolean[],",0,76164,76504,0.44640512578120894,7.334765928910529e-06
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",1,49976,49648,-0.6563150312149832,4.812802138322995e-06
158,Benchmark.innerBenchmarkLoop(int),3,42744,43520,1.8154594796930563,4.116344137195416e-06
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",2,33772,34038,0.787634726992775,3.252320190000084e-06
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",0,27708,29452,6.294211058178144,2.66834323772718e-06
139,"Sieve.sieve(boolean[],",2,25464,25114,-1.3744894753377317,2.4522409486604916e-06
169,"java.lang.StringLatin1.inflate(byte[],",0,18358,41340,125.1879289682972,1.7679170332826463e-06
169,"java.lang.StringLatin1.inflate(byte[],",1,16190,12152,-24.941321803582458,1.5591337165729406e-06
169,"java.lang.StringLatin1.inflate(byte[],",2,10830,12630,16.62049861495845,1.0429535608699781e-06
88,"java.lang.StringCoding.countPositives(byte[],-Re-Comp",0,8526,7936,-6.9200093830635705,8.210731357319884e-07
57,"java.util.HashMap.putVal(int,",0,5586,6108,9.344790547798066,5.379444682381992e-07
137,"java.lang.StringLatin1.equals(byte[],",0,5210,5164,-0.8829174664107486,5.017348155247079e-07
158,Benchmark.innerBenchmarkLoop(int),7,5076,5072,-0.07880220646178093,4.888303116321338e-07
141,"java.util.Arrays.fill(boolean[],",1,4952,4954,0.04038772213247173,4.7688883041811e-07
58,java.lang.String.equals(Object),0,3540,3504,-1.0169491525423728,3.4091002820680727e-07
139,"Sieve.sieve(boolean[],",1,2044,1952,-4.500978473581213,1.9684183549568195e-07
158,Benchmark.innerBenchmarkLoop(int),1,894,964,7.829977628635347,8.609422746239709e-08
87,"java.lang.StringCoding.countPositives(byte[],",0,484,426,-11.983471074380166,4.6610297641834673e-08
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",0,448,430,-4.017857142857143,4.314341599905358e-08
141,"java.util.Arrays.fill(boolean[],",0,374,366,-2.13903743315508,3.6017048177781336e-08
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",1,144,146,1.3888888888888888,1.3867526571124366e-08
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",2,106,106,0.0,1.0208040392633211e-08
158,Benchmark.innerBenchmarkLoop(int),8,84,84,0.0,8.089390499822546e-09
141,"java.util.Arrays.fill(boolean[],",2,80,82,2.5,7.704181428402425e-09
