CompId,Method,LoopId,BaselineCyclesExclusive,SlowdownCyclesExclusive,PercentChangeCyclesExclusive,BaselineSharePercentExclusive
109,NBody.innerBenchmarkLoop(int)-Re-Comp,0,17648482188,34617541890,96.1502497565373,93.56384102820635
108,NBody.innerBenchmarkLoop(int),4,639561380,636625512,-0.4590439779212435,3.3906496121682386
108,NBody.innerBenchmarkLoop(int),5,500412162,346992272,-30.65870529341771,2.6529467789464865
