Rank,BuboCompId,BuboLoopId,BuboPercentChangeCycles,BuboBaselineSharePercent,AsyncCompId,AsyncLoopId,AsyncPercentChangeSamples,AsyncBaselineSharePercent
1,170,0,72.08135378663258,48.78777247712911,161,0,109.12533998952578,60.75968856977156
2,183,0,72.53297117379984,33.58352489104573,183,0,93.4200033932813,15.124998075373504
3,222,0,72.40815940918411,11.54489906346824,170,0,119.87427279494884,11.634046386064679
4,161,0,99.5613960009919,3.5823682446710214,161,1,167.16478348899483,4.911326041992784
5,173,0,79.93335171713873,0.8629375318427607,170,2,79.92353710233351,3.23863315592554
6,161,1,76.97499017134231,0.5142010395417302,173,0,129.98499916662036,2.3094234845490984
7,161,3,1.1356936362828574,0.384375616523351,183,5,63.2836747361887,1.0335244273594637
