Rank,BuboCompId,BuboLoopId,BuboPercentChangeCycles,BuboBaselineSharePercent,AsyncCompId,AsyncLoopId,AsyncPercentChangeSamples,AsyncBaselineSharePercent
1,159,3,100.59424896810248,46.367605047874974,159,3,111.526641825691,52.499298792232985
2,159,2,51.547178187953534,45.57241439522922,159,2,62.824293022705405,35.838255868179694
3,159,4,108.95582091785718,5.937814453646372,159,4,98.28345211962014,9.983120323873505
4,159,0,43.9863631134567,1.4178995844965079,159,0,74.7582090561699,0.9992971025757136
