Rank,BuboCompId,BuboLoopId,BuboPercentChangeCycles,BuboBaselineSharePercent,AsyncCompId,AsyncLoopId,AsyncPercentChangeSamples,AsyncBaselineSharePercent
1,194,0,29.586758150113436,69.23231439727847,207,1,78.59003050261622,26.392754147153536
2,194,1,29.388112954171625,18.325183332515568,207,0,95.45754370762212,21.669104932303096
3,207,1,13.29444955711585,4.621566071139682,207,2,72.70321723200709,11.703534924651986
4,207,2,13.932428921338822,3.836264098225759,212,0,29.46536404416839,9.746336295685952
5,212,0,7.1309652488379545,1.840951427052253,207,13,139.61130434337176,6.83894975210966
6,279,0,25.604696361539798,0.6192898473079153,207,12,59.799690070826095,6.736829862308056
7,207,0,113.71903116170763,0.43403633483663506,207,11,131.66044008316365,6.554625558068556
8,207,12,37.90450048093484,0.2289287398998878,190,1,66.01259485348228,5.807766576703073
