Rank,BuboCompId,BuboLoopId,BuboPercentChangeCycles,BuboBaselineSharePercent,AsyncCompId,AsyncLoopId,AsyncPercentChangeSamples,AsyncBaselineSharePercent
1,94,2,108.39923388311044,81.2961974991964,140,2,-61.80240450159447,93.53538774277233
2,94,1,-51.88815248030735,17.685042226985523,140,1,103.16285812711719,6.140093240966358
3,93,2,-1.8607010123504444,0.8413823619612604,139,2,-0.5448184894190514,0.1920982478374763
