Rank,BuboCompId,BuboLoopId,BuboPercentChangeCycles,BuboBaselineSharePercent,AsyncCompId,AsyncLoopId,AsyncPercentChangeSamples,AsyncBaselineSharePercent
1,115,0,103.36063421622777,48.14350181610961,145,1,96.14353026859888,89.48384749330769
2,99,1,113.35752226322899,43.65299795235147,145,2,91.35618138424822,6.481918078456269
3,99,0,1.2670369112511348,3.9724166530974507,145,0,105.84000159110045,3.733560061236335
4,99,2,115.3785046578911,3.149032320766786,145,3,143.76923541126064,0.20508231881259925
5,114,0,93.10826510740331,0.9855177521423125,162,0,26.799585706887623,0.09559204818710497
