CompId,Method,LoopId,BaselineCycles,SlowdownCycles,PercentChangeCycles,BaselineSharePercent
209,CD.benchmark(int)-Re-Comp,0,200321988528,343566697836,71.5072321119546,34.72321742402711
180,cd.CollisionDetector.reduceCollisionSet(Vector)-Re-Comp,0,118434542328,216842888332,83.09091593520225,20.52909115963309
170,cd.CollisionDetector.handleNewFrame(Vector)-Re-Comp,0,79727247758,133779389240,67.79632183725582,13.819683894228918
145,"cd.RedBlackTree.treeInsert(Comparable,",0,57287455510,103010702780,79.81371639384233,9.930037076608636
174,cd.RedBlackTree.forEach(ForEachInterface)-Re-Comp,0,33988548612,56617902700,66.57934808081353,5.891473881893048
163,cd.CollisionDetector$RemoveAbsentAircraft.apply(Object),0,17939549462,28446741050,58.569985886527384,3.1095881237772662
148,cd.RedBlackTree.findNode(Comparable),0,16252178066,29644352792,82.40233814578241,2.8171041868468847
152,"cd.RedBlackTree.put(Comparable,",0,14105004440,22137085670,56.9449039464464,2.444919499531276
180,cd.CollisionDetector.reduceCollisionSet(Vector)-Re-Comp,1,9308414524,14004487230,50.44975912806695,1.6134928759687608
170,cd.CollisionDetector.handleNewFrame(Vector)-Re-Comp,1,7320032906,7557465106,3.2435947085071746,1.2688327228268488
170,cd.CollisionDetector.handleNewFrame(Vector)-Re-Comp,2,6135509008,6359838022,3.6562412948542766,1.0635108749536129
180,cd.CollisionDetector.reduceCollisionSet(Vector)-Re-Comp,3,3660537220,1209909186,-66.9472235007079,0.6345066296156379
171,"cd.CollisionDetector.putIntoMap(RedBlackTree,",0,2484286378,6286074756,153.03341883880023,0.4306188086525782
209,CD.benchmark(int)-Re-Comp,2,2435480960,2441607672,0.25156066093819923,0.42215902271925493
170,cd.CollisionDetector.handleNewFrame(Vector)-Re-Comp,3,2107894648,2413303378,14.488804281076195,0.3653761861455192
180,cd.CollisionDetector.reduceCollisionSet(Vector)-Re-Comp,4,1833568270,2456680290,33.98357346137976,0.31782526805392675
